id,c,treated,mediator,event
1034,1.045342,0,0,1
1035,0.7627,1,1,0
1036,-0.762711,0,0,0
1037,-0.320309,0,0,0
1038,-0.053602,0,1,1
1039,-0.671479,1,1,0
1040,-0.123416,0,0,0
1041,1.084206,1,0,0
1042,-0.944068,0,1,0
1043,-0.55355,1,1,1
1044,-0.479246,0,0,0
1045,0.012033,1,1,0
1046,0.905719,1,1,1
1047,-2.496247,0,0,0
1048,-0.162484,1,0,0
1049,-2.058804,1,1,1
1050,0.779328,1,1,1
1051,-1.443974,1,1,0
1052,-0.031906,1,1,1
1053,-0.309525,1,1,1
1054,2.042458,1,1,1
1055,0.758679,0,1,1
1056,1.436316,1,1,1
1057,0.238016,1,0,0
1058,-0.953906,0,0,0
1059,-0.193125,0,1,0
1060,-1.749953,0,0,0
1061,-1.004022,0,1,0
1062,-0.193244,1,0,0
1063,0.429237,0,0,0
1064,-1.308568,1,0,0
1065,-0.738986,0,1,0
1066,-0.755007,1,1,0
1067,0.016371,1,0,1
1068,-0.529711,0,1,0
1069,-0.405712,1,1,0
1070,-1.002804,0,1,0
1071,0.626566,1,0,1
1072,-0.624758,1,1,0
1073,-1.028138,0,0,0
1074,-1.309127,0,1,0
1075,1.179897,0,0,0
1076,0.369178,0,0,0
1077,1.191426,1,1,0
1078,-0.99486,0,0,0
1079,-0.021503,0,0,0
1080,-0.47636,0,0,0
1081,-0.585062,0,0,0
1082,0.015973,1,1,0
1083,1.208881,1,0,0
1084,-0.134409,0,0,0
1085,-0.635572,0,1,0
1086,0.18584,1,0,0
1087,-0.63896,0,0,0
1088,-2.049768,0,1,0
1089,2.174155,0,1,1
1090,-1.269773,0,0,0
1091,-1.309435,0,0,0
1092,0.213531,0,1,0
1093,1.881362,1,1,0
1094,0.129577,1,0,0
1095,-0.865875,1,1,0
1096,0.716201,0,1,0
1097,-0.546125,0,0,0
1098,0.207598,0,1,1
1099,0.62193,0,0,1
1100,-0.685225,0,1,1
1101,-0.706974,0,1,0
1102,0.363153,0,0,0
1103,0.890355,1,1,1
1104,-0.980986,0,1,0
1105,-1.098412,1,0,0
1106,0.310365,0,0,0
1107,0.129405,1,1,0
1108,0.740621,1,1,1
1109,0.246246,1,1,0
1110,-1.609354,0,0,0
1111,-0.090807,0,0,0
1112,0.010063,0,1,1
1113,-1.04728,0,1,1
1114,-0.073745,0,0,0
1115,-0.753613,0,0,0
1116,1.183211,0,0,0
1117,1.525273,0,1,0
1118,1.602145,1,1,1
1119,-0.471311,0,0,0
1120,-0.65444,0,0,0
1121,0.239197,0,0,1
1122,0.447628,0,0,0
1123,-0.246383,0,0,0
1124,-1.521956,0,0,0
1125,-0.328076,0,0,0
1126,-1.123615,0,1,0
1127,0.834903,0,0,0
1128,2.053366,0,0,0
1129,0.494257,0,0,0
1130,0.648713,0,1,0
1131,0.787444,1,1,1
1132,1.099089,0,0,0
1133,1.17865,1,0,1
1134,-1.533382,0,1,0
1135,-0.424475,1,0,1
1136,1.660454,0,1,0
1137,-0.466942,0,1,0
1138,0.361406,0,0,0
1139,-0.465719,1,1,1
1140,0.565746,1,1,0
1141,2.744537,1,1,1
1142,0.360843,0,1,1
1143,0.316567,0,0,0
1144,-0.68125,0,1,0
1145,-0.025352,0,1,1
1146,-1.120886,0,0,0
1147,1.456994,1,1,0
1148,1.199892,1,1,0
1149,0.075834,0,0,1
1150,-0.573232,0,0,0
1151,1.570826,1,1,1
1152,0.822175,1,1,1
1153,0.841759,0,1,0
1154,-0.220955,0,0,0
1155,1.083355,1,0,1
1156,0.068489,1,0,0
1157,0.600781,0,1,0
1158,-0.889837,0,1,1
1159,-0.40059,0,0,0
1160,-0.327745,0,1,1
1161,-0.898204,1,1,1
1162,0.250147,1,1,0
1163,-1.668979,0,1,0
1164,-0.100188,0,1,1
1165,1.523786,0,1,1
1166,1.638303,0,1,0
1167,1.040778,1,1,1
1168,0.377073,0,1,1
1169,-0.516756,0,0,0
1170,-0.416959,0,0,1
1171,-1.243669,1,1,1
1172,0.931938,0,0,0
1173,-1.526475,0,1,0
1174,-0.599024,0,1,0
1175,0.974921,1,1,1
1176,0.067104,0,0,0
1177,0.882642,1,0,0
1178,-1.458743,0,0,0
1179,0.394522,0,1,1
1180,-0.411102,0,0,0
1181,-0.139368,0,0,0
1182,1.285934,0,0,0
1183,0.161072,0,0,0
1184,-1.856999,0,0,0
1185,-0.129785,0,0,0
1186,0.281526,0,0,1
1187,-0.081146,0,1,1
1188,0.11222,1,1,1
1189,1.257368,1,1,1
1190,0.588273,1,1,1
1191,0.205038,1,1,1
1192,0.3103,0,1,0
1193,-0.557363,0,1,1
1194,0.075932,1,1,0
1195,-0.86912,1,0,1
1196,-0.076131,0,0,0
1197,0.513911,1,0,1
1198,0.166522,1,1,0
1199,-1.103522,0,0,0
1200,-0.249372,0,0,0
1201,2.035668,1,1,1
1202,-0.506747,1,1,0
1203,-1.234632,0,1,1
1204,-1.253805,0,1,0
1205,-0.875508,0,0,0
1206,0.187933,0,0,0
1207,0.250061,1,1,1
1208,0.133709,1,0,0
1209,-0.098178,1,0,1
1210,-0.710534,1,0,0
1211,-0.852062,1,0,0
1212,0.530532,1,0,1
1213,-1.555151,0,0,0
1214,0.732073,1,1,1
1215,-0.399985,1,1,1
1216,0.436733,1,1,0
1217,0.734778,0,0,0
1218,-1.993113,0,1,0
1219,1.897726,0,1,0
1220,-0.502907,0,0,0
1221,0.832541,0,0,0
1222,1.202362,0,1,1
1223,0.196384,0,0,1
1224,-0.432167,0,0,0
1225,0.886081,0,0,0
1226,0.963143,1,1,0
1227,0.685324,1,1,1
1228,0.543366,0,1,1
1229,1.203879,1,0,0
1230,0.043532,1,1,0
1231,0.049351,1,1,1
1232,-0.886257,0,0,0
1233,1.972894,1,1,1
1234,-0.165944,0,0,0
1235,-0.4866,0,0,0
1236,-0.875099,0,0,0
1237,1.057077,0,0,1
1238,-0.463472,0,0,0
1239,-1.410515,0,0,1
1240,-0.07444,0,1,0
1241,-1.599762,1,0,0
1242,0.396517,0,0,1
1243,-1.174784,0,0,0
1244,-0.251556,0,1,1
1245,-0.89438,0,1,0
1246,1.454633,1,1,0
1247,1.554214,0,1,1
1248,0.880079,1,1,1
1249,-0.701526,0,0,0
1250,0.355404,1,1,0
1251,-0.272884,0,1,0
1252,1.688313,0,1,1
1253,-0.098329,0,1,0
1254,-0.848713,0,0,1
1255,-1.117345,1,0,1
1256,0.682169,0,0,1
1257,-0.361559,0,1,1
1258,-0.215274,0,0,0
1259,-1.275628,1,0,0
1260,-1.06158,1,0,0
1261,1.700916,1,1,1
1262,1.237424,0,1,0
1263,-1.096837,0,1,1
1264,0.619922,1,1,1
1265,-0.051588,0,0,0
1266,0.260106,0,1,0
1267,-0.118817,1,0,0
1268,1.192669,1,1,1
1269,-2.020414,0,0,0
1270,0.177155,1,1,1
1271,-0.653332,1,1,0
1272,0.287621,0,0,1
1273,-0.059008,0,1,0
1274,-0.506593,0,1,0
1275,-0.166251,1,1,0
1276,-0.100792,0,0,0
1277,0.80777,0,1,1
1278,0.940941,1,0,0
1279,2.746163,0,1,1
1280,-0.323562,0,1,1
1281,-0.331629,0,1,0
1282,1.532708,1,1,1
1283,-0.50227,0,1,1
1284,-0.724479,0,0,0
1285,-0.187605,0,0,0
1286,-0.249519,1,0,1
1287,0.19621,1,0,0
1288,-0.627437,0,0,0
1289,1.192282,1,1,0
1290,-0.457568,0,0,0
1291,-0.883148,0,1,1
1292,0.824204,1,1,1
1293,0.700029,0,1,0
1294,-0.243492,1,0,0
1295,0.764617,0,1,0
1296,-0.094467,1,0,0
1297,0.241825,1,1,1
1298,1.146385,1,1,1
1299,-0.213212,1,0,1
1300,-1.647513,0,0,0
1301,1.082961,0,1,1
1302,-0.979839,0,0,0
1303,-0.9031,1,1,0
1304,0.437204,1,1,1
1305,-0.95035,0,0,0
1306,0.537332,0,0,0
1307,-0.904985,0,0,0
1308,-0.343464,0,0,0
1309,-0.761543,0,0,0
1310,0.258529,0,0,1
1311,0.539473,1,0,0
1312,0.487254,1,0,0
1313,0.007559,0,1,1
1314,0.241597,1,0,1
1315,-0.354965,1,1,1
1316,-2.329556,0,1,0
1317,-0.146601,1,0,0
1318,-0.242256,1,0,0
1319,0.972364,1,1,0
1320,1.543299,1,1,1
1321,-1.08009,1,1,0
1322,1.105361,1,1,0
1323,-0.720183,1,1,1
1324,-0.216872,0,0,0
1325,0.455297,0,0,1
1326,-0.397566,0,0,0
1327,0.923048,0,0,1
1328,0.301158,1,0,0
1329,-1.63923,0,0,0
1330,-1.824497,0,0,0
1331,0.135195,1,1,1
1332,0.229557,1,1,1
1333,-2.382099,0,0,0
1334,-1.600378,0,0,0
1335,-0.958089,0,0,0
1336,-0.742492,0,0,1
1337,0.576204,1,1,1
1338,0.291725,0,0,1
1339,0.270493,0,1,0
1340,1.440247,1,0,0
1341,0.607168,0,0,0
1342,1.18399,0,1,0
1343,2.036628,1,0,1
1344,1.01748,1,1,1
1345,-1.262998,0,1,1
1346,-1.960672,0,1,0
1347,-0.991104,1,0,0
1348,0.909299,0,1,1
1349,-1.638659,0,0,0
1350,0.45834,1,1,1
1351,-0.111303,0,0,0
1352,1.439969,1,1,0
1353,0.573281,0,0,1
1354,-1.758179,1,1,1
1355,-0.755632,0,0,0
1356,-0.250981,0,0,0
1357,-0.546534,0,0,0
1358,2.143875,1,1,1
1359,-1.437182,0,0,0
1360,1.892902,1,1,1
1361,0.390684,0,1,1
1362,-0.152552,1,0,1
1363,-1.647702,0,1,0
1364,0.14007,1,0,0
1365,-0.508715,0,1,0
1366,-0.085693,0,0,0
1367,-0.791027,0,0,0
1368,-0.29416,0,0,0
1369,1.151176,0,1,1
1370,1.599128,0,1,1
1371,-1.059355,0,0,0
1372,0.608313,1,1,1
1373,-1.057079,1,0,0
1374,0.645812,0,0,0
1375,-1.955598,0,1,0
1376,0.002966,1,1,0
1377,-1.664844,0,0,1
1378,0.085045,0,0,1
1379,1.076198,1,1,1
1380,0.844535,0,1,0
1381,-0.761056,0,1,0
1382,-0.303975,0,0,0
1383,0.505353,0,0,1
1384,0.820514,1,1,0
1385,-0.284745,1,0,0
1386,0.239593,1,1,0
1387,-1.070599,1,1,0
1388,1.322034,1,1,0
1389,1.622247,1,0,0
1390,1.018771,1,0,0
1391,0.733929,0,0,0
1392,0.185769,0,1,1
1393,0.396366,1,1,1
1394,-0.085695,0,0,0
1395,-0.960692,0,1,1
1396,1.967363,1,1,0
1397,-0.686563,1,0,0
1398,-0.26483,0,1,1
1399,0.09227,1,1,0
1400,-0.129814,0,1,1
1401,-0.662915,0,1,1
1402,1.203386,0,1,1
1403,-0.027259,0,1,0
1404,1.065976,0,0,0
1405,-1.051914,0,0,0
1406,0.395013,0,1,0
1407,-1.965158,0,0,1
1408,0.805079,0,1,1
1409,-0.537964,1,0,0
1410,0.920004,0,0,0
1411,-0.458014,1,0,0
1412,-1.105505,1,0,0
1413,-0.51488,1,0,0
1414,0.791061,1,1,0
1415,-1.056628,0,1,0
1416,-0.273715,1,0,1
1417,-1.237144,0,0,0
1418,-0.918165,0,0,0
1419,-0.019527,1,1,0
1420,-2.317182,0,1,0
1421,-0.297127,0,1,1
1422,0.506538,1,1,1
1423,-0.728496,0,0,0
1424,-0.482176,1,0,1
1425,-1.19863,0,1,1
1426,-1.233016,1,1,0
1427,0.172776,1,1,1
1428,-0.136331,1,1,0
1429,0.289917,0,1,0
1430,0.878132,1,0,0
1431,-0.930655,0,1,0
1432,-0.043478,0,0,0
1433,-0.083217,1,0,0
1434,0.43411,0,0,1
1435,-0.330583,1,1,1
1436,-0.798987,0,0,0
1437,-0.373544,0,0,0
1438,-1.146722,0,1,0
1439,0.804946,1,1,1
1440,1.185811,1,0,1
1441,-0.091247,0,0,0
1442,-0.837515,0,1,0
1443,-0.806067,1,0,0
1444,-0.119965,0,0,0
1445,0.597997,1,1,0
1446,0.319754,1,1,0
1447,-1.763511,0,1,0
1448,-0.996982,1,0,0
1449,-0.665699,1,1,0
1450,-0.930608,0,1,0
1451,-0.378687,0,0,0
1452,-0.186651,1,1,1
1453,-1.425598,0,0,0
1454,-2.503434,0,0,0
1455,0.462827,1,1,1
1456,-0.631624,0,0,0
1457,-0.089292,0,0,0
1458,0.775887,1,1,1
1459,0.399357,0,0,0
1460,1.621641,1,1,1
1461,-0.579143,0,0,1
1462,-0.022592,1,0,1
1463,0.133407,0,1,0
1464,0.051197,0,0,0
1465,0.19556,0,0,0
1466,-1.353487,0,1,0
1467,-0.605672,0,0,0
1468,-0.332429,1,1,0
1469,-0.716047,0,0,0
1470,0.469005,1,1,0
1471,-0.913128,0,1,1
1472,-0.262458,0,0,0
1473,-1.781753,0,0,0
1474,-1.121832,0,0,0
1475,-0.196454,1,0,0
1476,0.43242,1,0,0
1477,-0.116641,1,0,0
1478,-0.891589,1,1,0
1479,0.328539,0,0,0
1480,0.998821,0,0,0
1481,0.44828,1,0,0
1482,-0.157993,1,0,0
1483,-0.535993,0,0,0
1484,0.289229,1,0,0
1485,1.292703,0,0,0
1486,-0.519396,1,1,1
1487,-0.664444,1,0,0
1488,-0.418347,0,0,0
1489,1.23808,0,1,1
1490,0.994112,1,0,1
1491,0.424149,1,1,1
1492,0.367266,0,1,0
1493,2.04478,0,1,1
1494,1.033298,1,0,0
1495,-0.902639,0,0,0
1496,-0.33218,0,1,0
1497,0.026439,0,1,1
1498,0.305322,1,0,1
1499,0.904943,1,1,1
1500,-0.30346,0,0,1
1501,-0.10311,0,0,0
1502,0.781613,0,1,0
1503,1.077815,1,0,1
1504,1.018156,1,1,1
1505,-0.261832,1,1,0
1506,-0.877654,0,1,0
1507,-0.050573,1,1,0
1508,-0.917206,0,1,1
1509,-0.903581,1,1,1
1510,-1.095292,1,0,0
1511,-1.138584,0,0,0
1512,-0.2496,0,0,0
1513,0.976993,0,0,0
1514,1.90987,1,0,1
1515,2.452983,1,1,1
1516,0.733968,0,0,0
1517,-0.542665,0,0,0
1518,0.888431,1,1,0
1519,0.124137,0,1,1
1520,0.482078,1,1,1
1521,-0.557455,1,1,1
1522,0.890248,1,1,1
1523,-1.918917,0,0,0
1524,-0.854969,1,1,0
1525,1.220948,0,1,0
1526,-0.412559,0,0,0
1527,-2.048797,0,0,0
1528,-0.155069,0,1,0
1529,-1.33801,0,0,0
1530,0.724562,0,1,0
1531,0.546482,1,1,1
1532,2.360164,1,1,1
1533,-0.134135,0,1,1
1534,0.328405,1,0,0
1535,-0.17358,0,0,0
1536,0.350882,1,1,0
1537,-0.837152,0,0,0
1538,0.343649,0,0,0
1539,-0.506666,0,1,0
1540,-0.880762,0,1,1
1541,-0.518627,1,0,1
1542,-1.69436,0,1,0
1543,1.735227,0,1,1
1544,0.963382,0,1,0
1545,0.64136,0,1,0
1546,-1.294302,0,0,0
1547,0.830447,0,0,1
1548,1.195658,1,1,1
1549,1.474341,0,1,1
1550,0.358862,1,1,1
1551,-0.090614,0,1,1
1552,2.042743,1,1,1
1553,-1.305788,0,0,0
1554,-2.034523,0,1,1
1555,-0.088787,1,0,0
1556,1.139786,1,1,1
1557,-0.501405,0,0,0
1558,-0.139318,0,1,1
1559,-1.105804,0,0,0
1560,-0.021869,1,1,1
1561,0.641364,0,1,0
1562,-2.084556,0,0,0
1563,0.6036,1,1,1
1564,-0.066545,0,0,0
1565,-0.929558,0,0,0
1566,-1.459411,1,1,1
1567,-0.403617,1,1,1
1568,1.466503,0,1,0
1569,0.520587,1,1,1
1570,-2.52852,0,0,0
1571,-0.690386,0,0,0
1572,0.076205,1,1,1
1573,1.008749,0,0,0
1574,-0.198999,0,0,0
1575,1.305848,0,1,1
1576,-0.477089,1,0,0
1577,-0.367459,1,1,0
1578,-1.131371,1,1,1
1579,0.004127,1,1,0
1580,-0.527831,1,1,1
1581,0.634874,0,1,1
1582,-0.171485,0,0,0
1583,-0.37914,0,1,0
1584,-0.597276,1,1,1
1585,1.685242,1,0,0
1586,-0.472861,0,0,0
1587,1.359547,0,1,0
1588,2.008464,1,1,0
1589,-0.325076,0,1,0
1590,-0.772325,0,1,0
1591,-1.088572,0,0,0
1592,2.030267,1,1,1
1593,0.212629,0,0,1
1594,0.713781,0,1,0
1595,-0.209579,0,0,0
1596,-1.345678,0,0,0
1597,0.580444,0,1,0
1598,0.046029,0,0,0
1599,-0.659146,0,0,1
1600,-1.464052,0,0,0
1601,0.25484,1,1,1
1602,-1.526394,0,0,0
1603,0.417625,1,1,0
1604,-0.880158,0,0,0
1605,0.267369,1,1,1
1606,0.903066,1,1,0
1607,0.179397,1,0,1
1608,0.65785,1,1,1
1609,1.182763,1,1,1
1610,0.751849,1,0,1
1611,0.712871,0,0,0
1612,-0.143101,0,0,0
1613,0.420152,1,0,0
1614,1.4973,1,1,0
1615,-0.438939,0,1,0
1616,-0.881278,1,0,0
1617,0.304988,0,0,1
1618,0.104803,0,1,0
1619,0.63043,1,1,0
1620,-1.604841,0,0,0
1621,-0.472267,1,1,0
1622,-1.299254,1,0,0
1623,-0.335348,0,0,1
1624,0.311672,0,1,1
1625,0.351073,1,1,1
1626,0.620088,0,0,0
1627,-0.039447,1,1,1
1628,-2.537747,0,1,0
1629,0.243437,0,1,0
1630,-2.41742,0,0,0
1631,0.062691,0,1,0
1632,0.186134,0,1,1
1633,-0.918931,0,0,0
1634,-0.720013,0,0,0
1635,0.838398,1,1,1
1636,1.156393,0,0,1
1637,1.496473,1,1,1
1638,-0.407491,1,0,0
1639,-3.219179,0,0,0
1640,2.82852,0,1,1
1641,2.551138,1,0,0
1642,1.109883,1,1,1
1643,0.157313,0,1,0
1644,-0.378203,0,1,1
1645,-0.56811,0,1,0
1646,1.727713,1,1,1
1647,-1.498107,0,0,0
1648,1.22077,1,1,1
1649,2.262723,1,1,0
1650,0.992161,0,0,0
1651,0.00254,0,0,0
1652,0.829649,1,1,1
1653,-1.13636,1,0,1
1654,-0.407628,1,1,0
1655,-1.514012,1,1,0
1656,0.197535,0,0,0
1657,-0.961843,0,0,0
1658,1.049606,1,0,1
1659,-1.273443,0,1,1
1660,0.12539,0,1,1
1661,-0.404784,0,1,0
1662,-0.968615,0,0,0
1663,-0.354666,0,0,0
1664,0.032441,0,1,0
1665,-1.576857,0,0,0
1666,-0.434276,0,1,1
1667,-0.725692,0,0,0
1668,0.670113,1,1,1
1669,-1.591033,0,0,0
1670,-0.118231,0,0,0
1671,-0.190731,1,1,0
1672,0.907418,0,1,1
1673,1.082145,1,1,1
1674,1.264344,1,0,1
1675,-0.761979,1,0,0
1676,0.833025,0,0,0
1677,1.534384,0,0,1
1678,0.395704,0,1,1
1679,-0.129446,1,1,1
1680,-2.321843,0,0,0
1681,0.593555,0,1,1
1682,-2.263914,0,0,0
1683,2.887561,1,1,1
1684,1.386385,0,0,0
1685,1.530653,0,1,1
1686,0.799121,0,0,0
1687,-0.30399,1,1,1
1688,-0.391831,1,1,0
1689,-1.051793,1,1,1
1690,-1.831239,0,0,1
1691,0.070602,1,1,1
1692,0.188251,0,0,0
1693,1.655305,0,1,1
1694,1.760179,0,0,0
1695,-2.818114,0,0,0
1696,0.374671,0,0,0
1697,-1.279455,1,1,0
1698,-0.828858,1,1,0
1699,0.94196,0,0,0
1700,0.061827,0,1,0
1701,-0.877222,1,0,0
1702,1.172019,1,0,0
1703,0.450356,0,1,1
1704,-0.430979,1,1,0
1705,-2.656822,0,0,0
1706,0.326836,0,0,0
1707,-0.506834,0,0,0
1708,-0.80121,0,1,0
1709,-0.266256,1,1,0
1710,-1.745148,0,1,1
1711,0.295742,0,0,1
1712,0.111434,0,0,0
1713,-0.204653,0,1,0
1714,-0.461601,1,0,0
1715,-0.286619,0,1,1
1716,-0.815596,0,0,0
1717,-0.397943,1,1,1
1718,-0.165297,1,1,1
1719,-2.078925,0,1,0
1720,0.112184,0,0,0
1721,-1.114648,0,0,0
1722,-0.019902,0,0,0
1723,0.512414,0,0,0
1724,0.286766,1,1,0
1725,-0.357203,0,1,0
1726,1.797271,0,1,1
1727,0.67004,1,1,1
1728,1.179241,1,1,1
1729,0.508233,1,1,0
1730,0.162484,1,0,0
1731,0.696643,0,0,1
1732,-0.36479,0,0,0
1733,-1.302999,0,1,1
1734,1.401155,0,0,0
1735,0.565623,0,1,0
1736,1.201227,1,1,1
1737,1.359897,0,1,0
1738,0.155779,1,0,0
1739,1.412518,1,0,0
1740,0.291336,0,0,0
1741,0.851002,0,1,1
1742,0.07373,1,1,1
1743,0.476967,0,0,0
1744,0.061463,0,1,0
1745,1.455073,1,1,1
1746,-0.155999,1,0,0
1747,-1.341527,1,1,0
1748,-0.971972,0,1,0
1749,1.22278,0,1,0
1750,0.626442,0,0,0
1751,-1.908505,0,0,0
1752,1.781874,1,0,0
1753,-0.84058,1,0,1
1754,1.46666,1,1,1
1755,0.913662,1,1,0
1756,0.367797,1,1,0
1757,-0.21536,0,1,1
1758,-1.296243,0,0,0
1759,0.327492,1,1,1
1760,-0.628918,0,0,0
1761,1.278366,1,0,0
1762,0.830727,0,1,1
1763,-0.433187,0,0,0
1764,-1.661426,1,1,0
1765,0.39339,0,0,0
1766,-0.119839,0,0,0
1767,-0.808417,0,1,0
1768,-0.956028,1,1,1
1769,-0.525921,0,0,0
1770,2.539145,1,1,0
1771,-0.639432,0,0,0
1772,-0.389092,1,1,0
1773,0.661335,0,0,0
1774,-0.13814,0,0,0
1775,0.914396,0,1,1
1776,1.558603,1,1,1
1777,-0.1162,0,1,0
1778,1.543962,1,1,1
1779,1.687593,0,0,1
1780,0.884076,1,1,1
1781,0.574491,0,0,0
1782,0.892933,0,1,0
1783,-1.739913,0,0,0
1784,-1.456204,0,0,0
1785,-1.881931,0,0,0
1786,-2.494816,0,0,0
1787,0.926897,0,1,0
1788,-1.11673,1,1,0
1789,0.437894,1,1,1
1790,0.952128,1,1,1
1791,0.253561,1,1,0
1792,0.983715,0,0,0
1793,1.14486,0,0,0
1794,-1.283775,0,0,0
1795,-0.09578,1,1,1
1796,2.00581,0,1,1
1797,-0.990634,1,1,1
1798,0.38653,0,0,0
1799,-0.173288,1,1,1
1800,-0.448001,0,0,0
1801,-0.103899,0,0,0
1802,0.226738,0,1,0
1803,-0.33437,1,1,1
1804,0.339392,1,1,1
1805,-0.42813,0,0,0
1806,-0.764384,1,0,0
1807,0.219861,1,1,1
1808,-0.024685,1,0,0
1809,-0.447287,1,1,1
1810,1.070326,1,1,1
1811,-0.338546,0,0,0
1812,-0.568682,1,1,0
1813,-1.445301,0,0,0
1814,0.394527,0,0,0
1815,-0.750145,0,0,0
1816,0.132771,0,0,0
1817,-2.439606,0,1,0
1818,-1.017849,0,0,0
1819,0.676597,1,1,0
1820,1.800405,1,1,1
1821,1.414587,1,1,1
1822,-1.323322,0,0,0
1823,0.612581,1,0,0
1824,0.183222,0,1,0
1825,-0.078991,1,1,0
1826,-1.942293,0,1,0
1827,1.092171,1,1,1
1828,0.405318,1,1,0
1829,0.264127,0,1,0
1830,0.438701,0,1,0
1831,-0.6487,1,0,0
1832,2.944567,1,1,1
1833,0.624447,0,0,0
1834,0.849883,0,1,1
1835,-1.90647,0,1,0
1836,0.072226,0,0,0
1837,0.009348,0,1,1
1838,-0.850009,0,0,0
1839,-1.522372,0,1,0
1840,-1.490773,0,0,0
1841,1.658619,1,1,1
1842,1.337809,0,0,0
1843,-0.356572,0,0,0
1844,0.92577,1,1,1
1845,0.323263,0,0,0
1846,-1.96622,1,0,0
1847,0.768359,1,0,0
1848,-0.536528,1,0,0
1849,0.07335,1,1,1
1850,1.426314,1,1,0
1851,0.458252,1,1,1
1852,0.19701,1,1,0
1853,-0.174108,0,0,1
1854,0.878386,1,0,0
1855,1.28903,1,1,1
1856,0.163963,1,1,0
1857,-0.70452,1,1,0
1858,-1.28092,0,0,0
1859,-0.503601,0,0,0
1860,0.323999,1,1,1
1861,0.656801,0,1,1
1862,0.681208,0,1,0
1863,-0.098783,0,1,0
1864,0.090987,1,0,0
1865,0.967851,1,1,0
1866,1.117632,0,1,0
1867,1.161288,1,1,1
1868,0.62678,0,0,0
1869,0.295147,0,0,0
1870,-3.729522,0,0,0
1871,0.945544,0,1,0
1872,-1.424657,1,1,1
1873,-0.284215,0,0,0
1874,1.683015,1,1,1
1875,-0.041831,1,0,1
1876,0.414907,1,0,0
1877,0.382224,1,0,0
1878,0.245051,0,0,0
1879,-1.001087,1,0,0
1880,-1.139921,0,1,0
1881,-0.525497,1,0,0
1882,-0.349869,1,1,1
1883,1.525541,0,0,0
1884,-0.011,0,0,1
1885,0.599567,0,1,0
1886,-0.424465,0,0,0
1887,0.243012,0,0,0
1888,0.589417,0,0,1
1889,-1.408649,0,0,0
1890,-0.495807,1,0,0
1891,0.164725,1,0,0
1892,1.409995,1,1,1
1893,-1.735392,0,0,0
1894,1.624284,0,1,1
1895,-0.821064,1,0,1
1896,0.288979,0,1,0
1897,0.13521,1,1,1
1898,-1.184396,0,0,0
1899,0.530699,1,1,0
1900,1.525975,1,1,1
1901,-1.252929,0,1,1
1902,0.37944,0,0,0
1903,0.644889,0,0,0
1904,-0.142532,0,0,0
1905,1.180997,0,1,1
1906,-1.356709,1,1,1
1907,-1.686424,0,0,0
1908,-0.064341,1,1,0
1909,-1.397938,1,1,0
1910,-0.091528,0,1,0
1911,0.664676,0,1,1
1912,0.102846,0,0,0
1913,-0.234849,1,1,1
1914,-1.599519,0,1,1
1915,0.197067,0,0,1
1916,-1.006264,0,0,0
1917,0.626977,0,0,0
1918,1.760561,1,1,1
1919,0.738853,1,1,1
1920,-0.827588,0,0,0
1921,0.169909,0,0,0
1922,-3.263881,0,0,0
1923,-0.332342,0,0,1
1924,0.919309,1,1,1
1925,-0.195815,0,1,1
1926,0.20603,0,0,0
1927,-1.008522,0,1,0
1928,1.534808,1,1,1
1929,0.767768,1,1,0
1930,-0.289653,0,1,1
1931,0.136946,1,1,1
1932,-0.321788,1,1,0
1933,-0.027692,1,1,1
1934,-2.569561,0,0,0
1935,0.047347,1,1,1
1936,0.98279,0,0,0
1937,0.290241,1,0,0
1938,-1.333945,0,1,0
1939,2.302597,1,1,1
1940,-1.231327,1,0,1
1941,2.313359,1,1,1
1942,1.031753,0,1,0
1943,0.858257,1,1,1
1944,0.399828,1,1,0
1945,-2.225013,0,0,0
1946,1.637859,1,1,1
1947,-0.990896,0,0,0
1948,0.24169,1,1,1
1949,0.079382,0,0,0
1950,1.795869,1,0,1
1951,-1.375101,0,0,0
1952,-0.192204,0,1,0
1953,-2.14631,0,0,0
1954,-0.835576,1,1,1
1955,0.220723,0,0,0
1956,-1.864037,0,0,0
1957,0.616668,1,1,1
1958,-0.892268,0,0,0
1959,-0.536794,0,0,0
1960,0.127161,0,0,0
1961,-0.307922,0,0,0
1962,0.245663,1,0,0
1963,1.94366,0,1,1
1964,-0.334045,0,1,0
1965,0.764467,1,1,1
1966,-1.645099,1,1,1
1967,1.053022,1,0,0
1968,1.360348,0,1,1
1969,-0.381828,1,0,0
1970,1.191234,0,0,0
1971,1.378422,0,1,0
1972,-0.809917,1,0,0
1973,-1.127425,0,0,0
1974,-0.233574,1,1,1
1975,-0.81885,0,0,0
1976,-0.677064,0,1,0
1977,-0.626566,1,1,1
1978,1.242131,0,1,0
1979,0.178304,0,0,0
1980,-0.575051,0,0,0
1981,1.987538,1,1,1
1982,0.236986,0,0,0
1983,-0.461165,0,0,0
1984,0.590074,0,0,0
1985,-1.270776,0,1,0
1986,-0.43548,0,1,0
1987,0.231086,0,0,0
1988,-0.516987,1,1,0
1989,-2.758343,0,0,0
1990,-2.121971,0,0,0
1991,0.215139,1,1,0
1992,1.035356,0,0,0
1993,-0.638776,1,0,0
1994,-0.55006,1,1,0
1995,-1.736712,1,1,1
1996,1.02113,1,1,0
1997,-0.096671,1,1,0
