id,score,treated,y
965,-0.806312,0,1.11573
966,-0.984283,0,1.452659
967,-0.797434,0,1.524682
968,-0.459786,0,4.278413
969,0.963123,1,10.881303
970,0.155409,1,6.715371
971,-0.630276,0,1.86043
972,-0.854514,0,0.935693
973,0.56975,1,6.731288
974,-0.035732,0,4.563446
975,-0.731276,0,2.508614
976,-0.482335,0,5.363056
977,0.565071,1,8.017815
978,-0.995548,0,-0.170981
979,-0.06817,0,5.207238
980,-0.806386,0,3.626871
981,0.149317,1,6.945907
982,0.596304,1,7.850288
983,-0.691701,0,2.95915
984,0.439781,1,7.81398
985,0.164468,1,6.552371
986,-0.734162,0,3.386574
987,0.50902,1,6.864829
988,-0.699401,0,2.299219
989,0.378834,1,6.602665
990,0.82644,1,9.075406
991,0.766971,1,9.784695
992,0.419658,1,6.733956
993,0.320131,1,6.117997
994,0.73187,1,7.893968
995,0.332434,1,6.701313
996,0.363956,1,8.229236
997,0.001169,1,5.884454
998,-0.456118,0,4.399811
999,-0.514992,0,3.703028
1000,0.509436,1,8.064814
1001,-0.5054,0,2.98455
1002,-0.497824,0,3.266676
1003,0.008086,1,4.905761
1004,-0.754217,0,1.427836
1005,0.588328,1,8.661024
1006,-0.700113,0,4.590159
1007,-0.738059,0,3.744223
1008,-0.570403,0,3.057918
1009,0.262659,1,7.835538
1010,0.615225,1,5.993753
1011,-0.457398,0,4.241674
1012,-0.835141,0,2.978072
1013,-0.612205,0,4.738603
1014,0.406123,1,6.31046
1015,-0.006138,0,5.562725
1016,-0.435886,0,5.037911
1017,-0.443067,0,2.459281
1018,0.610256,1,9.485161
1019,-0.594773,0,3.013989
1020,0.872353,1,11.715279
1021,0.67317,1,8.887231
1022,0.539777,1,8.083461
1023,0.370087,1,6.32384
1024,0.280051,1,5.335092
1025,0.914465,1,9.097012
1026,0.286495,1,6.167313
1027,-0.975844,0,1.928829
1028,-0.849065,0,2.72096
1029,-0.676933,0,3.352958
1030,0.612789,1,7.844642
1031,-0.337752,0,4.532318
1032,0.590114,1,8.871492
1033,0.131424,1,6.71102
1034,0.392877,1,8.526218
1035,-0.514918,0,4.320372
1036,0.959515,1,11.468382
1037,0.33683,1,6.993852
1038,0.709081,1,10.138183
1039,-0.202488,0,4.524116
1040,-0.080266,0,3.661659
1041,0.292306,1,8.020774
1042,-0.632446,0,3.619375
1043,0.115813,1,5.517265
1044,0.654138,1,5.711134
1045,0.434182,1,6.628087
1046,0.714927,1,6.757955
1047,-0.210908,0,5.137237
1048,0.357604,1,7.82566
1049,-0.833719,0,2.615045
1050,0.902851,1,10.374698
1051,-0.817255,0,2.815147
1052,0.62288,1,8.796122
1053,0.459076,1,6.564386
1054,0.733112,1,8.957811
1055,-0.906953,0,1.460714
1056,0.435955,1,5.881264
1057,0.954332,1,9.14256
1058,0.79084,1,8.343889
1059,0.350307,1,7.423847
1060,-0.381492,0,4.054302
1061,-0.848575,0,4.062142
1062,-0.636334,0,1.655488
1063,0.591681,1,8.025113
1064,0.813686,1,8.014374
1065,0.893866,1,10.524282
1066,-0.297585,0,4.631812
1067,-0.026994,0,5.16796
1068,-0.676879,0,3.844713
1069,0.939742,1,9.13621
1070,0.329237,1,7.945479
1071,-0.764105,0,2.211097
1072,-0.01949,0,4.765263
1073,-0.388264,0,5.423849
1074,-0.346558,0,3.862106
1075,0.499935,1,7.84569
1076,0.48603,1,8.54951
1077,0.803917,1,8.72433
1078,0.532868,1,7.335035
1079,0.236813,1,6.129021
1080,-0.96205,0,1.472232
1081,0.928103,1,9.895777
1082,0.184251,1,6.545658
1083,-0.395867,0,5.401012
1084,-0.951569,0,1.929977
1085,-0.012058,0,3.719111
1086,0.110014,1,6.321581
1087,-0.848099,0,2.562498
1088,-0.64035,0,3.192002
1089,-0.500779,0,4.872004
1090,0.290571,1,7.318697
1091,0.924313,1,9.282798
1092,0.006141,1,5.395317
1093,0.992203,1,8.403202
1094,0.487156,1,7.566952
1095,-0.508529,0,4.953344
1096,0.495219,1,9.268669
1097,-0.718947,0,4.09739
1098,0.904503,1,8.466971
1099,-0.323046,0,4.490434
1100,-0.255536,0,4.767546
1101,-0.240427,0,4.429347
1102,0.677944,1,9.549972
1103,-0.607371,0,4.990762
1104,-0.786665,0,2.111215
1105,0.855413,1,9.087653
1106,-0.272298,0,4.270608
1107,0.123183,1,6.439194
1108,0.319494,1,5.122547
1109,0.547688,1,8.634066
1110,0.721321,1,7.008296
1111,-0.40364,0,2.296101
1112,0.786131,1,8.607062
1113,-0.243642,0,5.080595
1114,0.347192,1,10.610423
1115,0.781602,1,9.033868
1116,-0.935556,0,0.934121
1117,-0.247241,0,5.311442
1118,0.816635,1,9.610675
1119,-0.207119,0,5.980717
1120,-0.487466,0,4.082901
1121,-0.833941,0,3.324584
1122,0.194809,1,5.832821
1123,-0.228933,0,3.3768
1124,-0.990915,0,2.493043
1125,0.560364,1,8.893923
1126,0.08211,1,6.848992
1127,0.937231,1,11.061392
1128,0.796811,1,9.209118
1129,-0.997745,0,1.72685
1130,0.736674,1,6.482584
1131,-0.13681,0,3.975015
1132,-0.124977,0,3.937907
1133,-0.277865,0,6.186932
1134,0.448545,1,7.736325
1135,-0.776913,0,2.712012
1136,0.106583,1,5.887134
1137,-0.411048,0,3.472022
1138,0.304134,1,6.972927
1139,-0.758622,0,3.959425
1140,-0.724663,0,0.26778
1141,0.038223,1,6.479497
1142,-0.684117,0,5.271669
1143,0.416871,1,6.308275
1144,0.44808,1,7.148104
1145,-0.734091,0,3.528987
1146,0.917624,1,9.818337
1147,-0.282968,0,4.679042
1148,0.970366,1,10.741023
1149,-0.950368,0,0.450981
1150,0.858805,1,9.523572
1151,-0.670511,0,1.499544
1152,-0.798941,0,2.925288
1153,-0.740895,0,2.307567
1154,0.157936,1,6.33822
1155,-0.093176,0,6.180363
1156,-0.924329,0,1.963614
1157,-0.476054,0,3.082138
1158,0.866247,1,8.904759
1159,0.225652,1,6.552957
1160,-0.407251,0,3.36393
1161,-0.195886,0,3.767316
1162,0.377789,1,7.104497
1163,-0.374792,0,4.338708
1164,-0.351842,0,5.389235
1165,-0.635764,0,2.29961
1166,-0.044175,0,3.464426
1167,-0.175843,0,6.586521
1168,-0.590343,0,3.295803
1169,0.870939,1,10.307139
1170,-0.720116,0,2.140192
1171,-0.280533,0,5.715417
1172,0.615335,1,8.874539
1173,0.040998,1,7.671167
1174,-0.840186,0,2.339476
1175,-0.952569,0,0.926319
1176,0.467034,1,7.771128
1177,-0.088722,0,5.666086
1178,-0.763355,0,3.454905
1179,-0.010152,0,4.243856
1180,-0.724524,0,3.353383
1181,0.746488,1,7.425846
1182,0.37128,1,8.258071
1183,0.010823,1,5.933316
1184,0.089469,1,8.420418
1185,0.698704,1,9.233374
1186,0.732968,1,9.179039
1187,-0.9934,0,0.514099
1188,-0.630605,0,2.711464
1189,0.04919,1,8.119014
1190,-0.478745,0,4.110825
1191,0.713287,1,9.385487
1192,-0.441143,0,3.782334
1193,0.706614,1,7.961499
1194,0.87161,1,12.34948
1195,-0.954598,0,1.720769
1196,-0.313286,0,3.730105
1197,-0.21621,0,2.63092
1198,-0.837797,0,1.942772
1199,0.901372,1,9.995051
1200,0.378615,1,8.699636
1201,0.714941,1,8.645204
1202,0.764948,1,9.045506
1203,-0.25307,0,3.486962
1204,-0.711542,0,2.290857
1205,0.958005,1,10.160287
1206,-0.674756,0,2.369812
1207,0.489795,1,6.252624
1208,0.716789,1,6.22723
1209,0.569462,1,7.556658
1210,0.451354,1,8.493839
1211,0.227111,1,6.689753
1212,-0.58477,0,2.42987
1213,0.39195,1,8.259809
1214,-0.391092,0,3.652282
1215,0.47691,1,9.224857
1216,-0.682239,0,4.020704
1217,0.37535,1,6.646651
1218,0.558069,1,7.824309
1219,0.178981,1,6.609243
1220,-0.579113,0,4.733219
1221,-0.227846,0,3.137996
1222,-0.70573,0,2.147057
1223,0.33988,1,5.891926
1224,0.485614,1,7.330001
1225,-0.809028,0,3.910795
1226,-0.417244,0,3.771972
1227,0.83319,1,10.945996
1228,0.290871,1,8.016576
1229,0.50007,1,8.151825
1230,0.71019,1,9.05736
1231,0.065571,1,6.769225
1232,-0.513038,0,4.078497
1233,-0.27622,0,6.056527
1234,0.419057,1,8.022775
1235,-0.394836,0,4.230028
1236,-0.613595,0,2.835061
1237,-0.799999,0,2.54849
1238,0.810418,1,8.05295
1239,0.2934,1,6.093642
1240,-0.533742,0,1.814969
1241,-0.469621,0,3.637663
1242,0.424796,1,7.487971
1243,0.634038,1,8.629116
1244,0.281341,1,6.762456
1245,0.860229,1,8.991821
1246,-0.859651,0,2.737692
1247,-0.224884,0,3.745349
1248,-0.398383,0,4.088896
1249,-0.569866,0,4.652206
1250,0.278133,1,5.707963
1251,0.701733,1,9.612925
1252,0.748533,1,8.105499
1253,0.863833,1,10.025265
1254,-0.379723,0,3.42014
1255,-0.624147,0,2.289966
1256,0.145176,1,6.711268
1257,-0.13356,0,5.196747
1258,0.65974,1,8.740814
1259,0.691536,1,11.183194
1260,0.934059,1,9.144055
1261,0.344532,1,6.771078
1262,-0.265921,0,6.043825
1263,-0.713298,0,3.119033
1264,0.511347,1,7.349824
1265,0.528512,1,6.838307
1266,-0.167648,0,3.674852
1267,-0.962431,0,1.080084
1268,-0.312927,0,4.461087
1269,0.552605,1,8.398483
1270,-0.271307,0,4.062319
1271,-0.529973,0,2.97892
1272,-0.317806,0,4.479798
1273,0.831149,1,9.772366
1274,0.850079,1,9.573684
1275,0.366767,1,7.630331
1276,-0.52344,0,3.581769
1277,-0.438554,0,3.087315
1278,-0.825874,0,2.378081
1279,-0.890805,0,0.40519
1280,0.293897,1,7.21856
1281,0.17321,1,5.957296
1282,0.287094,1,7.498231
1283,-0.72744,0,3.437839
1284,-0.384173,0,3.414598
1285,-0.194481,0,3.982822
1286,-0.278595,0,3.342762
1287,0.97659,1,11.499532
1288,0.5704,1,8.577708
1289,-0.105449,0,2.803734
1290,0.484832,1,7.198762
1291,0.920233,1,10.186427
1292,-0.321016,0,4.9829
1293,0.604332,1,8.70147
1294,0.616003,1,8.958022
1295,-0.131517,0,4.168609
1296,-0.754217,0,3.173889
1297,0.396191,1,7.713387
1298,0.074685,1,7.549899
1299,0.864213,1,9.346955
1300,-0.800218,0,2.221181
1301,0.715879,1,7.856151
1302,0.683521,1,9.091923
1303,0.318324,1,6.785798
1304,0.206051,1,6.622823
1305,-0.87814,0,2.001479
1306,-0.942812,0,-0.902659
1307,0.041421,1,6.460323
1308,-0.049272,0,5.049469
1309,0.987267,1,10.608088
1310,-0.536507,0,1.88517
1311,-0.801098,0,3.347578
1312,0.36945,1,6.742886
1313,0.406278,1,7.401281
1314,-0.663822,0,3.980297
1315,0.091267,1,5.574008
1316,0.125384,1,6.638106
1317,0.538797,1,7.464503
1318,-0.603537,0,3.356773
1319,0.179138,1,6.471009
1320,-0.421576,0,5.920128
1321,-0.19744,0,4.246583
1322,-0.696422,0,2.716577
1323,-0.331039,0,4.500681
1324,-0.519376,0,3.881308
1325,0.006342,1,7.194727
1326,-0.397179,0,4.726746
1327,-0.515118,0,4.214189
1328,0.776211,1,9.980093
1329,0.733419,1,8.252905
1330,-0.843861,0,3.639323
1331,0.655583,1,8.899891
1332,0.733126,1,7.361703
1333,0.946515,1,9.716908
1334,-0.947139,0,1.320784
1335,-0.983975,0,4.06752
1336,-0.867185,0,2.116543
1337,-0.23881,0,5.366669
1338,-0.005991,0,2.903205
1339,0.243278,1,7.337009
1340,-0.936652,0,1.289835
1341,0.671747,1,7.880896
1342,-0.407554,0,3.405294
1343,-0.98817,0,0.950947
1344,0.511388,1,7.046733
1345,-0.439436,0,3.666544
1346,-0.608237,0,4.569112
1347,0.730952,1,8.484085
1348,0.376777,1,6.570542
1349,-0.133451,0,5.684381
1350,-0.592193,0,3.621491
1351,-0.253574,0,3.855359
1352,-0.087056,0,5.09901
1353,0.374892,1,7.771198
1354,-0.927825,0,0.178814
1355,-0.893693,0,0.691244
1356,-0.946622,0,2.439782
1357,0.308497,1,6.212715
1358,-0.715989,0,2.498467
1359,-0.691276,0,3.443008
1360,-0.874042,0,-0.770741
1361,0.367447,1,6.471927
1362,-0.006153,0,4.362119
1363,0.597019,1,8.643115
1364,0.553324,1,6.37092
1365,-0.849108,0,1.301946
1366,0.296096,1,8.072398
1367,0.205011,1,6.826743
1368,0.677212,1,8.559507
1369,-0.184911,0,6.20317
1370,0.952097,1,11.272362
1371,-0.599089,0,2.58132
1372,0.388604,1,5.845087
1373,0.589784,1,7.845941
1374,0.58545,1,9.579572
1375,0.929512,1,11.798365
1376,-0.46381,0,4.40941
1377,0.930016,1,9.979111
1378,0.5713,1,8.67831
1379,-0.451379,0,3.440605
1380,0.268416,1,7.31676
1381,-0.584282,0,2.643739
1382,0.740645,1,7.320424
1383,0.125407,1,5.77215
1384,0.98248,1,10.250205
1385,0.204857,1,6.014637
1386,0.710632,1,9.982511
1387,-0.657629,0,3.917026
1388,-0.137506,0,5.095419
1389,0.816127,1,10.222855
1390,-0.862372,0,2.033535
1391,0.367598,1,7.847657
1392,-0.305633,0,5.758983
1393,-0.808093,0,1.675282
1394,0.553799,1,9.33691
1395,0.999678,1,10.685404
1396,0.346699,1,7.867489
1397,0.560378,1,9.350177
1398,0.499265,1,7.185441
1399,-0.197708,0,4.678725
1400,-0.669378,0,2.783989
1401,-0.81601,0,3.019007
1402,0.124182,1,6.744873
1403,0.981366,1,10.305375
1404,0.868633,1,10.997947
1405,0.066335,1,5.390686
1406,0.988683,1,10.021246
1407,-0.24939,0,4.563577
1408,-0.499527,0,3.751529
1409,0.49519,1,6.771074
1410,-0.147991,0,6.164012
1411,-0.771244,0,2.53856
1412,0.436263,1,6.954296
1413,0.384571,1,7.678923
1414,-0.889841,0,1.704253
1415,-0.630911,0,4.334178
1416,-0.851648,0,0.840409
1417,-0.70166,0,3.629763
1418,-0.164169,0,5.958771
1419,0.247866,1,6.253206
1420,0.340383,1,7.991201
1421,0.817651,1,8.755564
1422,-0.266112,0,3.828994
1423,-0.242711,0,4.499638
1424,-0.684173,0,3.821509
1425,-0.401855,0,3.462428
1426,0.76526,1,9.744434
1427,-0.314746,0,5.069012
1428,0.524879,1,6.810522
1429,0.613879,1,8.141358
1430,0.082528,1,7.993137
1431,-0.221948,0,5.247568
1432,-0.951828,0,0.7657
1433,-0.101074,0,5.193813
1434,0.636099,1,7.817555
1435,-0.858022,0,2.274541
1436,-0.261077,0,5.2934
1437,-0.662178,0,3.938989
1438,0.68854,1,7.594227
1439,0.381458,1,8.029932
1440,0.482926,1,8.348667
1441,0.036696,1,7.908397
1442,-0.341467,0,4.987638
1443,0.819518,1,8.553748
1444,-0.11812,0,4.538849
1445,-0.244033,0,4.297827
1446,0.877486,1,9.331215
1447,-0.14558,0,3.377379
1448,-0.487224,0,5.072468
1449,0.7788,1,8.819742
1450,0.383287,1,6.649088
1451,0.598165,1,8.883176
1452,0.101069,1,5.566117
1453,-0.795372,0,0.220281
1454,0.930169,1,9.898968
1455,0.989984,1,9.117504
1456,0.399241,1,7.353953
1457,0.947811,1,9.311706
1458,-0.035469,0,5.357792
1459,0.402873,1,9.228815
1460,0.560441,1,9.225259
1461,0.429101,1,8.12275
1462,-0.95467,0,0.936701
1463,-0.206612,0,4.483888
1464,0.197786,1,8.446181
1465,0.765724,1,10.111057
1466,-0.724039,0,2.878653
1467,-0.805349,0,1.598896
1468,0.381094,1,6.310174
1469,0.710431,1,9.395642
1470,0.925303,1,11.427097
1471,0.503086,1,7.620512
1472,-0.036659,0,5.222659
1473,0.296309,1,7.761837
1474,-0.460014,0,4.920204
1475,-0.387568,0,4.800704
1476,-0.900546,0,1.809176
1477,0.212044,1,7.401919
1478,-0.793287,0,3.176356
1479,0.249151,1,7.922162
1480,-0.041809,0,4.804295
1481,0.954284,1,10.384886
1482,0.180957,1,7.131577
1483,-0.289772,0,5.052205
1484,-0.069401,0,3.715648
1485,-0.99751,0,0.26375
1486,-0.37498,0,4.573606
1487,-0.922684,0,-0.008436
1488,0.310986,1,7.752514
1489,0.741404,1,7.390787
1490,0.161724,1,7.270061
1491,-0.919536,0,3.460976
1492,-0.744145,0,3.599251
1493,-0.004174,0,5.535673
1494,-0.667566,0,3.11389
1495,0.79023,1,9.217896
1496,0.00013,1,7.841269
1497,-0.962094,0,0.027908
1498,-0.954,0,0.793294
1499,0.625523,1,7.773262
1500,0.420177,1,8.148096
1501,-0.707119,0,2.454732
1502,-0.168051,0,5.771218
1503,-0.340204,0,5.739836
1504,-0.299633,0,3.4259
1505,0.057499,1,7.557595
1506,0.238212,1,7.16312
1507,-0.595577,0,3.833176
1508,0.321402,1,6.885121
1509,0.786751,1,7.855856
1510,0.226102,1,6.067134
1511,-0.260145,0,4.349407
1512,0.826263,1,9.71077
1513,0.404685,1,7.293614
1514,0.403475,1,9.012017
1515,-0.319862,0,5.459231
1516,0.039621,1,6.021505
1517,-0.106337,0,2.48517
1518,-0.267153,0,4.955157
1519,-0.266217,0,4.94006
1520,-0.856685,0,3.678481
1521,0.974499,1,10.83841
1522,-0.378561,0,2.711421
1523,0.075318,1,7.141296
1524,0.036318,1,7.411516
1525,-0.42226,0,3.238492
1526,0.502206,1,7.799104
1527,0.099271,1,7.199813
1528,-0.260556,0,4.30771
1529,0.900523,1,9.644269
1530,0.014621,1,6.508132
1531,0.597371,1,6.950218
1532,-0.469167,0,3.953607
1533,-0.273302,0,3.742209
1534,0.897942,1,8.021866
1535,0.919787,1,9.449243
1536,-0.129016,0,4.836845
1537,0.611484,1,8.206321
1538,-0.725908,0,0.856703
1539,0.808511,1,10.527923
1540,0.589883,1,8.140635
1541,0.341169,1,8.206653
1542,-0.103246,0,5.658118
1543,-0.77125,0,4.249616
1544,0.482901,1,8.564466
1545,-0.286356,0,4.946571
1546,0.154258,1,6.61502
1547,0.581385,1,8.985354
1548,-0.245937,0,3.465385
1549,-0.681886,0,3.743188
1550,0.148215,1,7.409754
1551,-0.033447,0,4.618611
1552,0.80428,1,9.202056
1553,0.456602,1,8.449685
1554,0.683531,1,7.807813
1555,0.642699,1,10.494568
1556,0.362885,1,7.309563
1557,-0.293407,0,2.4663
1558,-0.959198,0,2.764624
1559,-0.453914,0,3.829421
1560,0.159922,1,6.403543
1561,0.644391,1,11.023367
1562,0.508145,1,8.03707
1563,-0.560102,0,5.461144
1564,0.489384,1,8.065964
1565,0.618571,1,7.778687
1566,-0.595704,0,3.591089
1567,-0.183225,0,4.70033
1568,0.275313,1,7.656796
1569,0.029973,1,7.395081
1570,0.814081,1,10.792118
1571,-0.57375,0,5.212904
1572,-0.188248,0,6.296527
1573,-0.788529,0,1.54708
1574,-0.742568,0,3.766153
1575,0.053583,1,6.301507
1576,-0.155388,0,4.47166
1577,-0.789444,0,2.784704
1578,0.971292,1,9.418346
1579,-0.505215,0,3.584023
1580,-0.011537,0,4.105817
1581,0.978444,1,9.303193
1582,0.587563,1,7.108093
1583,-0.355934,0,4.283258
1584,-0.287997,0,5.025835
1585,0.458514,1,8.091144
1586,0.518242,1,7.868066
1587,0.602551,1,9.096319
1588,-0.284676,0,6.641277
1589,0.258444,1,7.440716
1590,0.177269,1,6.221971
1591,0.174899,1,4.901032
1592,0.227878,1,7.135522
1593,0.117065,1,7.291614
1594,0.363225,1,7.926607
1595,-0.823345,0,2.91476
1596,0.68085,1,8.34015
1597,0.336615,1,8.695637
1598,0.422929,1,5.837246
1599,0.256057,1,5.989906
1600,-0.780317,0,3.40599
1601,0.300534,1,6.293825
1602,0.243103,1,7.191044
1603,0.804747,1,10.381622
1604,0.378807,1,6.77144
1605,-0.128134,0,3.674556
1606,0.154849,1,6.986247
1607,-0.754804,0,3.211845
1608,-0.665749,0,2.090555
1609,0.777029,1,7.866582
1610,0.052063,1,5.445294
1611,0.334796,1,5.925527
1612,0.896022,1,8.356192
1613,-0.825529,0,3.26355
1614,0.636925,1,7.294974
1615,-0.686473,0,4.172012
1616,-0.443394,0,3.592828
1617,-0.508537,0,2.360882
1618,-0.193688,0,3.220658
1619,0.166888,1,8.384271
1620,0.069702,1,5.971118
1621,-0.862853,0,2.84642
1622,-0.431264,0,3.44364
1623,-0.987936,0,1.953354
1624,0.006829,1,6.58618
1625,-0.268681,0,3.874202
1626,-0.272645,0,3.53562
1627,-0.405055,0,5.153285
1628,-0.395745,0,6.177742
1629,-0.596345,0,3.973872
1630,-0.746007,0,3.465115
1631,0.727353,1,7.36898
1632,0.169309,1,5.379591
1633,-0.867725,0,1.750788
1634,0.208933,1,7.250744
1635,0.052146,1,5.381731
1636,-0.551276,0,3.058353
1637,-0.667191,0,3.41411
1638,0.575645,1,6.74585
1639,-0.658585,0,3.055323
1640,0.37275,1,8.983434
1641,-0.174089,0,2.815102
1642,0.283425,1,5.844271
1643,0.943002,1,10.808701
1644,-0.421424,0,4.05102
1645,-0.546271,0,2.381411
1646,-0.051456,0,2.395531
1647,0.649217,1,8.429007
1648,-0.306135,0,3.373345
1649,-0.461227,0,5.622063
1650,0.545492,1,7.036432
1651,0.327582,1,8.321767
1652,0.552572,1,7.193663
1653,0.632543,1,8.12728
1654,0.672816,1,8.941232
1655,0.874049,1,9.660945
1656,-0.087278,0,5.568846
1657,-0.87056,0,1.356829
1658,-0.521856,0,4.567655
1659,-0.130328,0,4.562406
1660,0.086695,1,8.241045
1661,0.084265,1,6.772966
1662,-0.340781,0,4.919397
1663,0.937952,1,9.778714
1664,0.584029,1,9.92899
1665,0.11422,1,7.452566
1666,-0.968381,0,1.549847
1667,0.78867,1,10.488675
1668,0.40021,1,7.509851
1669,-0.977885,0,1.416787
1670,0.310534,1,7.97433
1671,-0.012851,0,6.133756
1672,-0.948292,0,1.7273
1673,0.006435,1,6.726792
1674,0.091857,1,5.938769
1675,0.305856,1,6.635525
1676,0.952329,1,10.591954
1677,0.820408,1,7.891365
1678,-0.206188,0,2.833157
1679,0.743058,1,8.050706
1680,0.563324,1,8.344048
1681,-0.130872,0,3.785804
1682,-0.318043,0,6.192821
1683,-0.635402,0,3.609569
1684,-0.47251,0,3.768339
1685,0.652854,1,7.592621
1686,-0.549548,0,3.527902
1687,-0.821398,0,1.414105
1688,-0.365957,0,3.885144
1689,0.962801,1,9.843185
1690,0.568916,1,7.444299
1691,0.126864,1,6.64138
1692,0.610656,1,7.608008
1693,-0.786182,0,1.476631
1694,0.742813,1,11.15041
1695,-0.85878,0,1.76424
1696,-0.046801,0,3.851869
1697,0.733699,1,9.066424
1698,0.414601,1,8.899028
1699,0.786891,1,10.220862
1700,0.136225,1,5.281956
1701,0.614994,1,8.332624
1702,-0.112805,0,5.265463
1703,0.459032,1,7.342385
1704,-0.996089,0,0.250875
1705,-0.782084,0,1.628577
1706,0.409789,1,7.298305
1707,0.263335,1,7.032532
1708,-0.214167,0,4.613548
1709,-0.615167,0,4.130424
1710,0.687148,1,10.919966
1711,0.293956,1,7.113432
1712,-0.168198,0,5.350503
1713,-0.626079,0,1.85355
1714,-0.377973,0,2.331379
1715,-0.132816,0,3.814479
1716,-0.429721,0,3.704786
1717,-0.127582,0,3.70567
1718,0.686441,1,8.873594
1719,0.295421,1,7.035901
1720,0.556693,1,7.716126
1721,-0.823926,0,0.625598
1722,-0.120546,0,5.467796
1723,-0.486876,0,4.638301
1724,-0.238735,0,4.13429
1725,-0.015677,0,3.313477
1726,0.431044,1,6.949638
1727,-0.170974,0,4.539863
1728,-0.459612,0,1.535678
1729,-0.458579,0,3.744925
1730,0.832314,1,8.509196
1731,0.868484,1,7.927397
1732,-0.518959,0,3.335926
1733,-0.596786,0,2.768841
1734,-0.172671,0,3.612914
1735,-0.647137,0,3.497254
1736,-0.528602,0,4.270649
1737,-0.152769,0,4.47824
1738,-0.848249,0,2.699413
1739,-0.931664,0,3.017888
1740,0.607908,1,8.593114
1741,0.666121,1,8.571937
1742,0.457452,1,8.312559
1743,-0.677318,0,3.064779
1744,-0.217963,0,6.195893
1745,0.670987,1,10.243963
1746,-0.382075,0,5.508268
1747,-0.548224,0,4.002833
1748,0.968256,1,8.816134
1749,0.20151,1,8.339655
1750,0.444419,1,7.882696
1751,-0.479688,0,3.75839
1752,0.117098,1,7.442549
1753,0.840743,1,10.218063
1754,0.828564,1,7.800313
1755,-0.27083,0,5.064463
1756,-0.186369,0,1.852407
1757,0.48862,1,6.902996
1758,0.418628,1,7.738413
1759,-0.740026,0,3.21671
1760,0.50221,1,7.487268
1761,0.399067,1,6.758043
1762,-0.478853,0,2.300759
1763,-0.481444,0,2.443165
1764,-0.642478,0,4.101326
1765,-0.427563,0,4.747774
1766,0.251359,1,6.906795
1767,0.692903,1,8.660306
1768,0.261787,1,7.538395
1769,-0.236251,0,2.855738
1770,-0.416441,0,2.476448
1771,0.811493,1,10.535971
1772,-0.01743,0,3.997271
1773,0.36787,1,8.143871
1774,0.298251,1,7.769573
1775,-0.713742,0,1.389137
1776,-0.223184,0,5.968308
1777,-0.80182,0,2.866309
1778,-0.143717,0,4.033561
1779,-0.729996,0,2.881359
1780,-0.243415,0,5.118522
1781,0.825426,1,10.254599
1782,0.834003,1,9.710251
1783,-0.709904,0,3.163973
1784,0.494274,1,8.723553
1785,0.351528,1,7.26373
1786,-0.933231,0,0.827446
1787,0.829996,1,9.48305
1788,-0.60112,0,2.45715
1789,0.942465,1,9.091932
1790,0.937844,1,10.528899
1791,-0.048602,0,4.220167
1792,0.272328,1,7.511405
1793,-0.382206,0,4.31814
1794,-0.859218,0,2.502427
1795,0.826104,1,8.256509
1796,0.778249,1,7.846028
1797,0.095596,1,5.977152
1798,0.277197,1,7.361649
1799,0.025029,1,7.595237
1800,0.752717,1,8.282657
1801,-0.608955,0,2.962933
1802,0.04131,1,6.683222
1803,-0.057227,0,4.435922
1804,-0.050057,0,3.946689
1805,-0.654438,0,3.452974
1806,-0.134708,0,5.672469
1807,-0.781708,0,3.252468
1808,0.794716,1,8.289953
1809,0.820505,1,8.158092
1810,-0.19857,0,5.004695
1811,-0.163564,0,3.380387
1812,-0.113108,0,3.033537
1813,-0.962768,0,1.765451
1814,-0.552935,0,3.573725
1815,-0.266656,0,4.758968
1816,-0.559167,0,5.278154
1817,-0.396004,0,4.266703
1818,-0.503955,0,2.815361
1819,-0.275976,0,4.928438
1820,-0.593526,0,2.135398
1821,-0.218012,0,5.060361
1822,-0.924232,0,0.091644
1823,-0.758404,0,3.019629
1824,0.571373,1,9.273151
1825,0.371316,1,7.188574
1826,-0.370689,0,4.114123
1827,0.492961,1,7.577497
1828,-0.998243,0,0.098552
1829,0.333063,1,6.696511
1830,0.04673,1,8.291463
1831,-0.704084,0,2.273497
1832,0.83259,1,10.453404
1833,-0.44365,0,3.533699
1834,0.677959,1,9.176686
1835,0.903592,1,9.701172
1836,-0.182723,0,4.485264
1837,0.196987,1,6.538027
1838,-0.985103,0,-0.381464
1839,0.733409,1,10.939071
1840,0.207402,1,8.625368
1841,0.764336,1,10.940949
1842,-0.826684,0,4.44617
1843,0.55375,1,9.306823
1844,0.113508,1,5.962069
1845,-0.220919,0,4.506073
1846,-0.166201,0,4.988306
1847,0.330785,1,6.76202
1848,0.351066,1,7.336337
1849,-0.911292,0,0.920108
1850,-0.9887,0,0.832012
1851,0.830568,1,9.072843
1852,0.319597,1,8.152981
1853,-0.775517,0,1.647097
1854,-0.088603,0,4.694427
1855,-0.403401,0,4.154389
1856,0.063957,1,6.771119
1857,0.998346,1,10.687022
1858,-0.85518,0,0.764263
1859,0.767694,1,7.990683
1860,0.598025,1,7.834
1861,-0.525602,0,3.44199
1862,0.761995,1,8.689386
1863,0.665789,1,7.867798
1864,-0.01414,0,6.647826
1865,-0.73856,0,2.414126
1866,-0.895838,0,1.341151
1867,0.763246,1,7.335527
1868,-0.839491,0,2.515269
1869,-0.427467,0,4.190287
