id,treated,x,y
1062,0,-0.974575,8.953597
1063,1,0.648987,
1064,0,-0.30671,9.014217
1065,0,1.134984,
1066,0,0.453238,
1067,1,0.309011,
1068,0,-1.609133,2.915656
1069,1,-0.297805,14.373208
1070,1,-1.041621,6.757652
1071,0,0.98024,14.345378
1072,0,0.298572,9.232411
1073,1,-0.307678,13.415078
1074,0,-0.468878,
1075,1,-1.274986,
1076,1,2.490674,
1077,0,-1.178107,2.189535
1078,1,0.438166,
1079,0,-2.029016,4.152549
1080,1,0.057652,10.502991
1081,1,-1.372352,6.775227
1082,1,0.146163,
1083,1,-0.801813,11.166708
1084,0,-0.046793,9.089691
1085,1,-1.12412,8.978809
1086,0,0.011626,15.274273
1087,1,-0.963212,
1088,0,1.965652,
1089,0,0.895978,
1090,1,-1.110118,7.787061
1091,0,1.065334,
1092,0,-2.157129,3.031993
1093,1,-0.56442,8.217245
1094,1,0.722751,13.919485
1095,0,-0.126275,9.558581
1096,1,0.124465,10.375399
1097,0,-0.560219,10.095293
1098,0,0.396189,11.672246
1099,1,0.468737,
1100,0,0.187493,
1101,1,0.829632,
1102,1,0.865561,
1103,1,1.264897,
1104,0,1.864301,15.937677
1105,1,-0.717391,9.442932
1106,1,0.197143,
1107,0,-1.35481,10.321668
1108,0,-1.067585,7.533237
1109,0,0.559831,12.34964
1110,0,-0.889335,5.492388
1111,1,1.716566,
1112,0,0.154127,10.788113
1113,1,0.888755,
1114,0,-0.941331,4.43386
1115,0,-0.059849,11.276599
1116,1,-0.331061,8.445118
1117,1,-0.876376,10.447403
1118,0,1.131836,
1119,1,-0.844781,9.519558
1120,1,-0.581775,
1121,0,0.498163,11.017058
1122,1,-0.015864,11.044963
1123,1,-1.793171,2.264884
1124,1,0.540869,
1125,0,0.470143,
1126,0,-0.458739,9.014675
1127,1,0.585936,13.595238
1128,0,-0.636022,6.930548
1129,0,0.127518,
1130,0,-1.403988,7.902982
1131,0,0.822917,
1132,1,1.72845,
1133,0,-0.657878,9.876741
1134,0,-2.065335,3.265992
1135,1,-0.629994,
1136,0,0.725602,
1137,0,0.172508,10.497256
1138,1,-0.189873,9.168396
1139,0,-1.031152,5.749742
1140,1,1.753032,
1141,0,-1.90796,4.145217
1142,1,-0.08385,12.055908
1143,1,0.556201,13.949695
1144,0,1.204586,
1145,1,-0.082807,
1146,0,-0.300939,
1147,1,0.549478,
1148,0,-1.246066,6.214006
1149,1,-1.135914,8.455785
1150,1,-0.308528,10.251697
1151,1,-0.397456,
1152,1,0.133831,10.841842
1153,0,0.153749,11.738568
1154,1,0.870898,
1155,0,1.993313,16.911924
1156,0,1.533258,
1157,1,1.119811,
1158,1,0.20915,10.642816
1159,1,0.014998,
1160,1,0.564209,
1161,0,1.668033,14.913545
1162,0,-1.328322,4.347872
1163,1,-0.628403,
1164,0,1.290715,
1165,1,0.06396,12.714114
1166,1,-0.338628,9.815564
1167,1,-1.555692,5.748875
1168,1,-1.35379,5.383978
1169,0,-0.317069,8.580386
1170,1,-0.909936,8.446849
1171,0,0.430277,12.432321
1172,0,1.05414,
1173,0,0.744984,10.554699
1174,0,1.773018,16.884214
1175,1,-0.631958,
1176,1,-1.212622,7.934779
1177,1,0.262985,
1178,0,-0.43165,7.613606
1179,0,-0.026347,9.617226
1180,0,-1.326491,6.332598
1181,0,0.983102,
1182,0,0.555377,9.570308
1183,0,0.698952,
1184,1,1.608765,
1185,0,-0.023417,9.352608
1186,0,-0.161695,11.272065
1187,0,-1.034633,
1188,0,0.090639,11.391284
1189,0,0.786182,13.043922
1190,1,-0.429816,10.233598
1191,1,-0.38342,9.19976
1192,0,2.426552,
1193,1,1.408452,
1194,0,-0.654859,6.462945
1195,0,0.912591,11.766565
1196,0,0.133483,13.00051
1197,0,0.212299,8.0267
1198,0,0.143865,10.746211
1199,1,0.518131,
1200,1,0.961806,
