id,exposed,covariate,outcome
1197,0,-1.605489,0
1198,1,-1.054743,0
1199,1,0.025462,0
1200,0,0.625836,0
1201,0,0.416097,0
1202,1,0.221859,1
1203,0,-1.797642,0
1204,0,0.989327,1
1205,0,-2.126625,0
1206,0,0.202065,0
1207,0,0.807519,0
1208,0,-0.244807,0
1209,0,-0.466696,0
1210,0,1.201246,0
1211,0,-1.029448,1
1212,0,0.071972,0
1213,0,0.818966,0
1214,1,0.781425,0
1215,0,-1.494087,0
1216,1,1.526745,1
1217,0,0.060444,0
1218,0,-0.256867,0
1219,1,0.180687,1
1220,1,0.852696,0
1221,0,-2.499905,0
1222,1,3.894561,1
1223,0,0.737037,0
1224,1,1.279352,1
1225,0,0.65643,0
1226,1,-1.295924,1
1227,0,1.189873,0
1228,1,-1.485149,1
1229,1,1.333442,1
1230,1,-1.060504,0
1231,0,-0.385604,0
1232,0,0.056366,0
1233,1,0.232494,1
1234,0,-0.071035,0
1235,0,0.689632,0
1236,1,0.630941,0
1237,0,-2.108937,0
1238,0,0.692028,0
1239,0,1.076988,0
1240,1,-0.161879,0
1241,1,0.77844,0
1242,1,2.504889,0
1243,1,-0.978488,0
1244,0,-2.522293,0
1245,0,-1.546314,0
1246,0,0.461796,0
1247,0,0.026954,0
1248,0,-1.893142,0
1249,0,0.97802,0
1250,0,-0.145381,0
1251,1,0.414133,1
1252,0,0.581097,0
1253,0,-1.663991,0
1254,1,-0.301437,0
1255,1,-1.294199,0
1256,1,1.448038,0
1257,1,1.588194,0
1258,0,1.568751,1
1259,1,-1.237719,0
1260,0,0.72263,0
1261,0,-2.396701,1
1262,0,-0.892073,0
1263,1,-0.327541,0
1264,1,0.336859,1
1265,1,1.380676,0
1266,1,0.596454,1
1267,0,-0.948182,1
1268,0,-1.211634,0
1269,0,1.275355,0
1270,1,0.456375,0
1271,1,1.095499,1
1272,0,0.84968,0
1273,0,0.083591,0
1274,1,-0.659499,0
1275,1,-1.08816,0
1276,0,-1.837778,0
1277,0,0.367193,1
1278,0,-1.119234,0
1279,0,-0.798032,0
1280,0,0.043535,0
1281,0,1.009148,1
1282,0,-1.172671,0
1283,0,-0.2456,0
1284,1,-0.01284,0
1285,0,-1.128899,0
1286,1,2.989403,0
1287,1,0.462582,0
1288,1,-0.073895,0
1289,1,0.704432,0
1290,1,-0.812783,0
1291,1,-0.962669,0
1292,0,-1.039929,0
1293,0,-0.11558,1
1294,1,-1.028877,0
1295,1,-1.868533,0
1296,0,0.966929,1
1297,1,-0.329953,0
1298,1,1.219342,0
1299,0,-1.446508,0
1300,1,0.041789,0
1301,0,-0.549966,0
1302,0,0.158402,0
1303,0,1.485341,0
1304,0,-0.539702,0
1305,1,1.33405,1
1306,0,0.775664,0
1307,1,1.051774,0
1308,1,-0.243413,0
1309,0,1.035567,0
1310,1,0.484592,0
1311,1,1.562171,1
1312,0,-2.367351,1
1313,1,2.551892,0
1314,0,0.02482,0
1315,0,0.194085,0
1316,1,-0.171727,1
1317,0,-0.998718,0
1318,1,-1.005697,0
1319,1,0.318461,1
1320,0,0.333623,1
1321,0,-0.5886,1
1322,0,-1.613518,0
1323,0,0.818333,0
1324,1,-0.677509,0
1325,0,0.059222,0
1326,0,0.718406,1
1327,0,0.108931,0
1328,1,0.182286,0
1329,0,0.708918,0
1330,0,-0.099681,0
1331,0,0.043962,0
1332,0,1.248267,0
1333,1,2.080738,1
1334,0,-0.257646,0
1335,1,0.072242,0
1336,0,-0.925216,0
1337,1,0.198973,1
1338,1,2.599861,1
1339,1,0.301269,0
1340,0,-0.845191,1
1341,0,-0.235551,0
1342,1,0.407063,0
1343,1,-0.572743,0
1344,0,-0.681519,0
1345,0,-0.009596,0
1346,0,-0.497905,0
1347,0,0.104991,0
1348,0,-0.152321,0
1349,1,-0.34802,0
1350,0,-1.428009,0
1351,0,0.138384,0
1352,1,-0.151007,1
1353,1,-0.042646,0
1354,0,-1.891097,1
1355,0,0.005481,0
1356,0,-1.078467,0
1357,0,-0.440228,0
1358,0,1.279147,0
1359,1,-0.457098,0
1360,1,0.295553,0
1361,0,0.898863,0
1362,1,0.633745,0
1363,1,2.589555,0
1364,0,-1.273587,1
1365,0,0.066553,0
1366,0,0.525864,0
1367,0,-1.966185,0
1368,0,0.30442,1
1369,0,1.14922,0
1370,0,0.310538,0
1371,0,-0.631207,1
1372,1,-1.568119,0
1373,0,-1.167007,0
1374,1,-0.258658,1
1375,1,0.227095,1
1376,0,-0.142497,0
1377,1,-0.199015,0
1378,0,-0.123682,0
1379,0,-0.983528,0
1380,0,-1.914042,0
1381,1,1.082947,0
1382,0,-0.654375,0
1383,1,1.563133,1
1384,0,-0.044522,0
1385,0,-2.78873,0
1386,0,0.485491,1
1387,0,-0.405196,1
1388,0,1.89875,0
1389,0,-0.312501,0
1390,0,-0.730143,0
1391,0,-1.152959,0
1392,1,1.40849,0
1393,0,-0.171316,0
1394,0,0.053846,0
1395,1,-0.845542,0
1396,0,0.834147,1
1397,0,0.793959,0
1398,1,-0.492687,0
1399,1,0.550293,1
1400,0,0.134012,0
1401,1,-0.550688,0
1402,0,0.942002,1
1403,1,1.039171,0
1404,0,0.511903,1
1405,0,0.848255,1
1406,1,1.047098,0
1407,0,-0.306856,0
1408,0,0.594035,0
1409,0,-0.557196,0
1410,0,0.145241,0
1411,0,0.566854,1
1412,1,-0.013345,1
1413,1,-0.009597,0
1414,1,0.140657,0
1415,0,1.07474,1
1416,1,1.078324,0
1417,0,-0.033021,0
1418,1,1.594633,1
1419,0,-0.930671,0
1420,0,1.148226,0
1421,0,-1.960895,0
1422,1,0.246701,0
1423,1,0.999494,0
1424,0,-0.702398,0
1425,0,0.276418,0
1426,1,2.066241,0
1427,0,-0.765436,0
1428,0,1.355631,1
1429,1,-0.231231,0
1430,1,-0.892723,0
1431,0,1.114737,0
1432,0,-0.154871,0
1433,1,2.306789,1
1434,0,-0.725527,0
1435,0,-0.797716,0
1436,1,0.779326,0
1437,0,-2.459757,0
1438,1,0.024621,0
1439,0,0.331866,1
1440,1,0.047774,0
1441,0,0.725403,1
1442,1,-0.936894,0
1443,0,-0.504031,1
1444,0,-0.379747,0
1445,1,-0.093415,0
1446,0,-0.56689,0
1447,0,-0.172856,0
1448,0,-0.889452,0
1449,1,-0.079108,0
1450,0,0.170931,1
1451,1,-0.089279,1
1452,1,0.353698,0
1453,0,-1.436346,0
1454,0,0.331973,0
1455,1,-0.345855,0
1456,0,0.522161,0
1457,1,1.420905,1
1458,0,0.118337,0
1459,0,1.105598,0
1460,0,0.133274,1
1461,0,-0.353547,0
1462,0,1.130527,0
1463,1,0.861882,1
1464,1,-2.465637,0
1465,0,-0.859184,0
1466,0,-1.115618,0
1467,1,0.643907,0
1468,1,0.501621,0
1469,1,0.377757,0
1470,1,-1.309149,1
1471,0,1.183859,1
1472,0,-0.319266,1
1473,1,-0.511635,0
1474,1,0.514973,0
1475,1,-0.905366,0
1476,1,-0.257046,0
1477,0,-0.300455,0
1478,0,-0.086274,0
1479,0,-0.672258,0
1480,0,0.238706,0
1481,1,1.436176,0
1482,0,0.539557,0
1483,0,0.182172,0
1484,1,-1.385992,1
1485,1,1.39763,1
1486,0,-0.505912,0
1487,1,0.284376,0
1488,1,-1.219275,1
1489,1,-0.023084,0
1490,1,-0.778835,0
1491,0,-2.038075,0
1492,0,-0.566697,1
1493,1,1.977059,0
1494,0,2.30373,0
1495,1,-0.020999,0
1496,0,-0.798687,0
1497,1,2.342413,1
1498,0,-1.507995,0
1499,0,-0.053021,0
1500,0,-0.372574,0
1501,0,-1.659842,0
1502,1,-0.211463,0
1503,0,-1.178629,0
1504,0,0.422604,0
1505,0,-0.227125,0
1506,0,0.061638,0
1507,1,0.733371,0
1508,1,1.25941,0
1509,0,0.593045,0
1510,0,-1.114843,0
1511,1,-1.411269,0
1512,1,1.145084,1
1513,0,-1.13028,0
1514,0,-1.515026,0
1515,0,-0.525906,0
1516,1,-0.167068,0
1517,0,-1.942206,0
1518,1,0.823994,1
1519,0,0.75673,0
1520,1,-0.290384,0
1521,0,-0.71865,1
1522,1,-0.425362,0
1523,1,1.244145,1
1524,1,-1.347192,0
1525,0,1.940117,0
1526,0,-0.784865,0
1527,0,-0.740776,0
1528,1,-0.437369,0
1529,0,0.278663,0
1530,0,-0.949167,0
1531,0,1.561076,0
1532,0,-0.0331,0
1533,0,-0.354356,0
1534,1,1.111641,1
1535,0,-2.604114,0
1536,0,2.029389,1
1537,1,0.064701,1
1538,1,-0.392157,1
1539,0,0.173829,0
1540,0,0.852184,1
1541,1,0.330927,1
1542,0,0.803778,0
1543,1,0.647291,1
1544,1,-2.615542,0
1545,0,0.637826,0
1546,0,-0.77688,0
1547,0,-0.545476,1
1548,0,0.431083,0
1549,0,-0.350703,0
1550,0,1.533682,0
1551,0,1.812914,1
1552,0,-0.100985,0
1553,0,0.501189,0
1554,0,-0.77512,1
1555,0,-0.202803,0
1556,1,0.720452,0
1557,0,0.148384,0
1558,0,-0.334472,0
1559,0,-0.144484,0
1560,0,-0.751468,1
1561,0,0.147652,0
1562,0,0.205119,0
1563,1,1.630873,0
1564,1,0.580256,0
1565,0,1.640724,0
1566,1,-1.22377,0
1567,1,1.149553,0
1568,1,1.587941,0
1569,0,-0.683455,0
1570,0,-0.537012,1
1571,1,-0.215253,0
1572,0,0.290513,0
1573,1,0.15216,0
1574,1,1.465962,1
1575,0,0.078417,0
1576,1,0.413034,0
1577,0,1.473446,0
1578,1,1.84006,0
1579,1,0.145002,0
1580,1,0.159989,0
1581,0,0.124549,0
1582,1,-0.693079,0
1583,0,-0.986342,0
1584,0,-0.40261,1
1585,0,-0.736401,0
1586,1,0.264762,0
1587,0,-0.235705,0
1588,1,-0.260767,0
1589,1,0.832623,0
1590,0,0.579909,0
1591,0,0.308272,0
1592,1,-1.605796,0
1593,0,-1.437319,0
1594,0,-1.079397,1
1595,1,1.054207,0
1596,0,0.908653,0
1597,0,1.296843,1
1598,0,-0.315734,0
1599,0,-0.479719,0
1600,0,-3.262212,0
1601,1,0.013729,0
1602,1,0.640936,1
1603,1,1.001779,0
1604,0,-1.533606,1
1605,1,-0.017706,1
1606,0,-1.350244,0
1607,0,0.858429,0
1608,1,0.809908,0
1609,0,0.387951,0
1610,1,0.599074,0
1611,0,-0.461543,0
1612,0,1.579676,0
1613,0,-0.285506,0
1614,1,2.021504,1
1615,1,1.602484,1
1616,1,0.328437,0
1617,0,0.248588,0
1618,1,0.063352,0
1619,0,3.308248,1
1620,0,-0.757765,0
1621,0,0.112008,0
1622,0,-1.094553,0
1623,0,1.48892,0
1624,0,0.300849,0
1625,0,-0.282982,0
1626,0,-0.115833,0
1627,0,0.642074,0
1628,0,-0.436872,0
1629,1,0.915328,0
1630,0,1.171508,0
1631,1,0.408698,1
1632,0,-0.228155,0
1633,0,-2.003202,0
1634,0,-0.274299,1
1635,1,-0.74376,0
1636,1,0.800898,1
1637,1,-0.308362,0
1638,0,0.664237,1
1639,1,-0.399503,0
1640,0,-1.247739,0
1641,1,-0.910742,0
1642,0,-1.834179,0
1643,0,-1.31655,0
1644,1,1.00691,0
1645,0,1.328054,0
1646,0,-0.108826,0
1647,1,-0.240214,1
1648,0,-2.063459,0
1649,0,-1.588895,0
1650,1,0.172669,0
1651,0,-2.213954,0
1652,1,0.066783,0
1653,0,-0.290676,0
1654,0,0.363972,0
1655,0,0.828029,0
1656,1,2.036477,1
1657,0,0.667258,1
1658,1,1.855198,0
1659,0,-0.251519,0
1660,0,0.658996,0
1661,0,-0.785379,0
1662,0,1.018036,0
1663,0,0.350436,0
1664,0,0.652387,0
1665,1,-1.083436,0
1666,0,-1.751714,0
1667,1,-0.018962,0
1668,0,-0.512641,0
1669,0,-0.603997,0
1670,0,-1.055686,0
1671,0,-0.182649,0
1672,0,0.421332,1
1673,0,-0.525576,0
1674,1,1.431174,1
1675,0,-1.552894,0
1676,0,0.088568,0
1677,1,1.157329,1
1678,1,-0.415615,0
1679,0,-1.042168,0
1680,1,2.677675,0
1681,0,-1.342033,0
1682,1,0.17038,0
1683,0,-0.736705,0
1684,1,1.278404,1
1685,0,0.337421,1
1686,0,1.216661,0
1687,0,-1.153715,0
1688,1,0.15469,0
1689,1,1.082472,0
1690,0,-1.781583,0
1691,1,-0.318193,0
1692,0,-1.308128,0
1693,1,1.035204,0
1694,1,-0.02962,0
1695,0,-0.443294,1
1696,0,0.181672,0
1697,1,-1.089187,0
1698,1,2.029043,1
1699,1,1.721492,0
1700,1,0.775477,0
1701,0,-1.288841,0
1702,0,-0.47207,0
1703,1,0.366052,1
1704,0,0.640991,1
1705,1,-0.13807,0
1706,0,-0.698798,0
1707,1,1.623453,1
1708,0,0.48323,1
1709,1,0.582991,0
1710,1,-0.067062,0
1711,0,0.108165,0
1712,1,-0.286125,0
1713,1,-0.984629,0
1714,0,-0.089095,0
1715,1,0.550124,0
1716,0,0.535252,0
1717,1,1.350172,0
1718,0,-0.252978,0
1719,0,-0.821413,0
1720,0,-1.675228,0
1721,0,0.337405,0
1722,0,0.052573,1
1723,0,-0.02449,0
1724,1,0.73876,1
1725,0,-0.917057,0
1726,1,-0.827667,0
1727,0,0.239139,1
1728,1,0.386785,0
1729,0,-0.607787,0
1730,0,-0.441481,0
1731,0,-1.332601,0
1732,1,2.426725,1
1733,0,0.299936,0
1734,1,1.430061,0
1735,0,-0.434853,0
1736,1,-0.814502,0
1737,0,-1.7683,0
1738,1,-0.426778,0
1739,1,0.126718,0
1740,1,-0.519507,1
1741,0,-0.228494,0
1742,0,-0.124604,0
1743,0,-0.987319,0
1744,1,-1.120619,0
1745,1,1.114448,0
1746,0,-0.838488,0
1747,0,-1.056685,0
1748,0,-0.34528,0
1749,0,0.872239,0
1750,0,-0.521676,1
1751,0,0.421584,0
1752,1,1.560506,1
1753,1,0.570626,0
1754,1,0.480486,1
1755,0,1.201546,1
1756,0,-1.646918,0
1757,0,-0.625446,0
1758,1,0.82627,1
1759,1,0.585097,1
1760,1,1.601298,1
1761,0,1.041314,0
1762,0,-0.366055,0
1763,1,0.609369,0
1764,1,1.005016,0
1765,0,-1.834761,0
1766,0,-0.24179,0
1767,1,1.958079,1
1768,1,2.259298,1
1769,0,1.114454,0
1770,0,-1.275873,0
1771,0,-0.12864,1
1772,0,-0.836614,0
1773,0,0.337738,0
1774,0,-0.557237,1
1775,0,-0.075424,0
1776,0,-0.782936,0
1777,1,0.112756,0
1778,0,-1.641747,0
1779,0,-0.220222,1
1780,0,-0.575073,0
1781,1,0.5977,1
1782,1,2.108394,1
1783,1,0.20272,0
1784,1,0.908575,1
1785,1,0.574992,0
1786,1,0.222282,0
1787,1,-0.34844,1
1788,0,0.753961,0
1789,1,-0.02265,0
1790,0,-0.485495,0
1791,1,0.7025,0
1792,1,0.523641,1
1793,1,1.628331,0
1794,0,-1.136495,0
1795,1,0.836905,0
1796,0,-3.32942,0
1797,1,0.281257,0
1798,1,1.015552,0
1799,0,-0.008115,1
1800,1,0.276924,0
1801,0,0.103395,0
1802,0,-2.46334,0
1803,0,0.087173,0
1804,0,-1.689725,0
1805,1,2.100826,1
1806,0,0.363543,0
1807,0,1.307196,0
1808,0,0.728989,1
1809,1,-0.412048,0
1810,1,-0.108428,0
1811,0,1.513819,0
1812,0,0.848222,0
1813,0,-0.128525,0
1814,1,0.927838,1
1815,1,0.241173,0
1816,0,0.208613,0
1817,0,1.084379,1
1818,1,0.916579,0
1819,0,-1.368264,0
1820,1,0.750548,1
1821,0,-1.050976,0
1822,1,0.080228,0
1823,0,0.580927,1
1824,0,-2.15355,0
1825,1,-0.245382,0
1826,0,-1.052941,0
1827,0,-0.824403,0
1828,0,-2.717717,0
1829,0,1.423276,0
1830,0,-0.356204,0
1831,0,-1.028898,1
1832,0,0.607811,0
1833,1,1.329843,1
1834,1,-0.483993,0
1835,1,1.196508,1
1836,0,-0.814399,0
1837,1,0.217629,1
1838,1,-0.547936,0
1839,0,0.59197,0
1840,0,-0.274764,0
1841,0,0.727215,0
1842,0,-0.63754,0
1843,1,1.332482,0
1844,0,-0.730979,0
1845,0,-0.087423,1
1846,1,0.716365,1
1847,1,-1.662196,0
1848,0,0.134152,0
1849,1,0.511335,0
1850,0,0.12758,0
1851,0,0.637557,0
1852,0,-0.240407,0
1853,1,0.822387,0
1854,1,-0.137298,0
1855,0,-0.72761,0
1856,1,-0.847114,0
1857,1,-1.933962,0
1858,1,-0.424947,0
1859,1,0.937279,0
1860,0,-0.783403,0
1861,0,-0.03427,0
1862,1,-0.08093,0
1863,1,-1.340028,0
1864,0,-0.251577,1
1865,1,0.429298,1
1866,0,-1.298173,0
1867,0,-1.185229,0
1868,1,0.32223,1
1869,0,-1.030521,0
1870,1,-0.393757,0
1871,0,-0.764673,0
1872,1,-0.019449,0
1873,0,0.286045,0
1874,0,-2.919095,0
1875,0,-2.656298,0
1876,1,0.028922,0
1877,1,1.720688,1
1878,0,0.092977,0
1879,1,-1.280819,1
1880,1,-0.053271,0
1881,1,1.051039,0
1882,1,0.674286,0
1883,1,0.413311,0
1884,1,0.711388,1
1885,1,0.499086,0
1886,0,-1.554405,0
1887,0,-0.472206,0
1888,0,0.182994,0
1889,1,1.408334,0
1890,0,-0.76925,0
1891,0,0.696237,0
1892,1,1.497951,0
1893,1,1.040431,1
1894,1,0.555207,1
1895,1,1.48826,0
1896,0,-1.491618,0
1897,0,-0.641704,0
1898,1,-0.184874,0
1899,0,-0.037247,0
1900,1,-0.364892,0
1901,0,-1.740633,0
1902,1,1.172459,1
1903,0,-0.766015,1
1904,0,-0.700846,0
1905,0,0.512222,0
1906,0,1.066537,0
1907,0,-0.457228,0
1908,0,-0.97357,0
1909,1,1.002183,1
1910,0,-0.656027,0
1911,0,-0.876921,0
1912,1,-0.478809,1
1913,0,-1.025506,0
1914,0,-0.30489,0
1915,0,1.392676,1
1916,1,2.88002,1
1917,1,2.429209,1
1918,0,-1.948404,0
1919,0,0.914862,1
1920,0,-0.622681,0
1921,1,0.447395,1
1922,1,1.881687,0
1923,1,2.139417,1
1924,0,-0.967859,1
1925,0,1.091764,1
1926,0,-0.164745,1
1927,0,2.5422,1
1928,0,0.109585,0
1929,0,-1.330138,0
1930,1,-0.391367,0
1931,0,0.286685,1
1932,1,-0.066229,0
1933,0,1.091491,0
1934,0,0.417065,0
1935,1,2.083806,1
1936,1,1.120481,1
1937,0,1.386771,0
1938,0,-2.357247,0
1939,1,-0.167158,1
1940,1,0.610589,0
1941,0,0.659854,0
1942,0,-2.433728,0
1943,0,0.093632,1
1944,0,0.393796,0
1945,0,-0.11302,1
1946,0,0.705958,0
1947,1,1.922944,0
1948,0,0.027227,0
1949,1,1.101446,1
1950,0,-0.279601,0
1951,0,-0.964432,0
1952,0,-1.60004,0
1953,0,0.123054,0
1954,0,1.305735,1
1955,0,-0.564053,0
1956,1,0.030082,1
1957,1,0.576159,0
1958,1,0.321325,0
1959,0,-0.402702,0
1960,1,-0.328424,0
1961,1,-0.660965,0
1962,0,-0.774944,0
1963,0,0.617296,1
1964,1,1.181471,0
1965,0,-1.685499,0
1966,0,-2.662719,0
1967,0,0.30343,0
1968,1,1.80235,1
1969,0,-0.43244,0
1970,0,0.495086,0
1971,1,-0.7198,1
1972,0,0.417641,0
1973,1,0.862471,0
1974,1,-0.178694,0
1975,0,-1.033475,0
1976,0,0.107829,0
1977,0,-1.609423,0
1978,1,0.29346,0
1979,1,0.829566,1
1980,0,-1.368274,0
1981,1,0.197974,0
1982,0,0.121244,1
1983,0,-0.314905,1
1984,0,0.294434,1
1985,0,-0.784219,0
1986,0,-0.480716,1
1987,0,-1.58129,0
1988,1,1.671224,0
1989,0,-1.460219,0
1990,1,0.626581,0
1991,1,-0.390078,1
1992,1,-1.197466,0
1993,1,1.727169,0
1994,0,-2.673294,0
1995,0,-0.968116,0
1996,1,1.296545,1
1997,0,0.620668,0
1998,0,-0.63416,0
1999,1,0.672366,0
2000,0,0.707806,0
2001,1,1.732422,0
2002,1,1.639428,0
2003,1,-0.102343,0
2004,0,-0.997327,0
2005,0,-1.745185,0
2006,1,-1.073516,0
2007,0,-0.953032,0
2008,0,-0.262183,0
2009,0,0.229438,0
2010,0,-1.366975,1
2011,1,0.6887,0
2012,0,-0.000449,1
2013,1,1.372402,0
2014,0,0.029859,0
2015,0,-1.443302,0
2016,1,1.711244,1
2017,1,1.507353,1
2018,1,-0.894418,1
2019,0,0.369778,0
2020,1,1.476844,1
2021,0,-0.59077,0
2022,0,0.271505,0
2023,1,0.107974,1
2024,1,-0.408369,0
2025,0,-1.907744,0
2026,0,0.213331,0
2027,0,-0.109203,0
2028,1,-0.241071,1
2029,1,0.533981,1
2030,1,1.015619,1
2031,0,0.885731,1
2032,0,-1.242998,0
2033,0,-0.794298,0
2034,1,0.570357,1
2035,1,1.215939,0
2036,0,-1.279544,0
2037,1,0.617273,0
2038,0,0.002366,0
2039,1,0.923745,0
2040,0,-0.76371,0
2041,1,-0.337131,0
2042,0,2.057973,0
2043,1,0.819174,1
2044,0,-1.152194,0
2045,1,-0.936927,0
2046,0,-0.83348,0
2047,0,0.931421,1
2048,0,0.325506,1
2049,1,0.478475,0
2050,0,-1.158785,0
2051,0,0.75976,0
2052,0,-0.349078,0
2053,0,0.312123,1
2054,0,-0.245152,0
2055,1,-0.141971,0
2056,0,0.165751,0
2057,0,-0.500573,0
2058,0,-1.756989,0
2059,0,-0.145789,1
2060,1,-0.270232,0
2061,0,-2.143029,1
2062,0,-1.381494,0
2063,0,0.352354,1
2064,0,-1.416023,0
2065,0,-1.392367,0
2066,0,-0.785238,0
2067,1,0.614923,1
2068,0,-0.345694,0
2069,0,0.388802,0
2070,1,0.363909,1
2071,1,0.676576,1
2072,1,-0.375134,0
2073,0,-0.672783,0
2074,0,0.734548,0
2075,0,0.852105,0
2076,1,-0.315481,0
2077,1,-1.795389,0
2078,0,0.464633,0
2079,0,-1.063444,0
2080,1,-0.350956,0
2081,0,-0.800288,1
2082,0,-1.485088,0
2083,1,-1.136747,0
2084,0,-0.167187,0
2085,0,-0.076073,0
2086,0,-0.590842,0
2087,0,0.740404,0
2088,0,0.31002,0
2089,0,1.355699,0
2090,0,-1.102246,0
2091,1,2.204164,0
2092,1,-0.151863,0
2093,1,1.096617,0
2094,1,0.248931,0
2095,0,-0.725582,0
2096,0,-1.179976,0
2097,1,-0.177148,1
2098,0,0.50846,0
2099,1,-0.928023,0
2100,1,0.534904,1
2101,1,-0.908326,1
2102,1,0.23964,0
2103,0,0.537791,0
2104,0,-2.241233,0
2105,1,1.28111,1
2106,1,0.777102,0
2107,1,1.148662,0
2108,1,1.666128,0
2109,0,0.962701,1
2110,0,-0.213885,0
2111,0,0.69042,0
2112,1,0.785469,1
2113,1,0.312202,1
2114,1,1.06048,1
2115,0,1.967719,1
2116,1,-0.307466,0
2117,0,0.480322,0
2118,1,-1.1485,0
2119,0,-0.799404,0
2120,0,-1.391722,0
2121,0,-0.201437,0
2122,1,0.347788,0
2123,0,0.086369,0
2124,1,-0.530617,0
2125,0,1.520599,1
2126,0,0.026026,0
2127,1,1.790899,1
2128,0,-0.863203,0
2129,1,-0.172231,0
2130,0,-1.632817,0
2131,0,0.004366,0
2132,0,0.119006,0
2133,1,-0.462963,0
2134,0,-0.259234,0
2135,1,-0.049334,0
2136,1,0.05769,0
2137,0,-0.475174,1
2138,1,0.262785,1
2139,0,-0.569138,0
2140,1,0.310142,0
2141,1,1.071305,1
2142,0,0.408234,0
2143,0,1.002645,0
2144,1,0.430122,0
2145,0,1.013004,0
2146,1,0.753859,0
2147,0,-0.372732,0
2148,0,0.411662,0
2149,1,1.706412,0
2150,1,-1.074098,0
2151,0,-1.013842,0
2152,1,-0.155733,1
2153,0,-0.501496,0
2154,1,-0.012093,0
2155,0,-0.459802,0
2156,1,0.493118,0
2157,0,1.221212,0
2158,1,-1.143457,0
2159,0,0.296976,1
2160,0,-0.948275,0
2161,0,0.604044,0
2162,1,-0.207014,0
2163,0,-2.018697,0
2164,0,-0.239668,0
2165,0,-0.652015,0
2166,0,-1.176651,0
2167,0,0.507832,0
2168,1,-0.389652,0
2169,1,1.399866,1
2170,1,0.16442,0
2171,1,1.492213,1
2172,1,-0.691985,0
2173,0,-0.635315,0
2174,0,-0.030549,0
2175,0,-0.424727,0
2176,0,-1.185195,0
2177,1,-0.267846,1
2178,0,0.553107,0
2179,0,0.523657,1
2180,1,1.534031,0
2181,1,2.990437,1
2182,1,-1.001724,1
2183,0,-0.63114,0
2184,1,1.182364,0
2185,0,-0.460613,0
2186,0,-0.181905,1
2187,1,-1.205281,1
2188,0,-1.445891,0
2189,1,2.657695,1
2190,1,1.071284,1
2191,1,-0.373216,0
2192,0,-2.245849,0
2193,1,0.135692,0
2194,0,-0.072933,1
2195,1,-0.772555,0
2196,0,-1.883627,1
2197,1,0.239765,0
2198,1,1.029942,0
2199,0,1.250401,0
2200,0,-1.129415,0
2201,0,0.646032,0
2202,1,-0.457976,0
2203,1,0.157942,1
2204,1,1.105558,1
2205,0,1.045263,0
2206,0,-0.308561,0
2207,1,-0.030164,1
2208,0,0.503456,0
2209,1,-0.454513,0
2210,0,-1.228044,0
2211,1,1.343801,1
2212,0,0.466676,0
2213,1,0.245811,1
2214,1,0.309134,0
2215,0,1.041502,0
2216,1,1.648976,0
2217,0,0.414662,0
2218,0,0.49801,0
2219,0,1.607203,0
2220,1,1.087829,0
2221,1,-0.9868,0
2222,1,0.200306,0
2223,0,-0.319813,1
2224,0,-0.679827,0
2225,1,1.600741,0
2226,1,-1.521258,1
2227,1,-2.383656,0
2228,1,0.506668,0
2229,0,0.102061,0
2230,0,-0.715097,0
2231,1,0.7009,0
2232,1,-2.390515,0
2233,0,-1.279011,0
2234,1,-0.069467,1
2235,0,0.020516,0
2236,0,-0.51456,0
2237,0,-0.630222,0
2238,0,-0.234364,0
2239,1,0.20751,1
2240,0,-1.326037,0
2241,1,0.78214,0
2242,0,0.241863,0
2243,0,0.401955,0
2244,1,0.606954,0
2245,0,-0.172654,1
2246,0,0.517674,1
2247,1,0.423605,0
2248,1,0.899566,0
2249,0,0.0382,0
2250,0,-0.323943,0
2251,0,-0.794673,0
2252,1,1.580309,0
2253,0,-1.079451,0
2254,1,0.049405,0
2255,1,0.216315,0
2256,1,-0.583636,0
2257,0,-1.036398,0
2258,1,1.501591,0
2259,1,1.248458,0
2260,1,1.639273,0
2261,0,-0.130096,0
2262,1,1.698968,1
2263,1,-0.040297,0
2264,1,2.205237,1
2265,1,-0.101175,0
2266,0,0.215888,0
2267,1,-1.105641,0
2268,1,-1.331492,0
2269,0,-1.463878,0
2270,0,-0.985745,0
2271,0,-0.309363,0
2272,1,1.491891,0
2273,0,-1.38224,0
2274,1,0.875348,0
2275,0,-1.445111,1
2276,1,1.667279,0
2277,0,-0.257364,0
2278,1,0.904641,0
2279,1,-0.136023,0
2280,1,-1.06299,0
2281,1,0.110047,1
2282,0,-0.605616,0
2283,0,0.501184,0
2284,1,1.405739,0
2285,0,-0.680719,0
2286,0,0.724603,0
2287,0,-0.669012,0
2288,1,0.022243,0
2289,0,0.008432,0
2290,0,-0.033106,0
2291,0,0.250775,0
2292,0,-1.407454,0
2293,1,1.153043,0
2294,1,1.226222,1
2295,0,1.000291,1
2296,0,2.125862,1
2297,1,-1.509963,0
2298,1,0.719854,1
2299,1,-0.127982,0
2300,1,1.544933,0
2301,1,-0.901009,0
2302,1,-0.474766,0
2303,1,-1.20551,0
2304,1,1.272263,0
2305,1,1.341942,1
2306,0,-0.687425,1
2307,1,0.58248,0
2308,0,-1.02334,0
2309,1,1.322956,0
2310,0,-1.388248,0
2311,0,-0.990569,0
2312,0,-0.418954,0
2313,1,1.15651,1
2314,1,-0.534006,0
2315,0,0.886976,0
