id,lp,event
1394,-2.754379,0
1395,0.071994,0
1396,-2.250286,0
1397,-1.370667,0
1398,-3.146304,0
1399,-2.135158,0
1400,0.01473,1
1401,-1.766648,0
1402,-0.61361,0
1403,2.223668,1
1404,-1.035048,0
1405,-1.662105,0
1406,-1.26307,0
1407,-1.169301,0
1408,-2.683566,1
1409,-2.636194,0
1410,-2.608816,0
1411,-0.913009,1
1412,0.580363,0
1413,-1.358577,0
1414,-1.020004,0
1415,-0.912305,0
1416,-2.726968,0
1417,-1.061329,0
1418,-1.295649,0
1419,-1.3463,0
1420,-0.383299,0
1421,0.284633,1
1422,-0.439093,0
1423,0.944477,1
1424,0.932386,0
1425,-0.474599,0
1426,0.415002,0
1427,-1.607125,0
1428,-0.504977,0
1429,-1.590679,0
1430,-1.181113,0
1431,-3.020702,0
1432,-0.787816,1
1433,-4.462646,0
1434,0.782334,1
1435,0.609974,1
1436,-1.373775,0
1437,-0.861822,0
1438,-3.924005,0
1439,-2.495271,0
1440,-0.939169,0
1441,0.25963,0
1442,-0.261517,0
1443,-0.896504,0
1444,-3.016648,0
1445,1.826685,1
1446,-2.347308,0
1447,-3.009472,0
1448,-1.408199,0
1449,-2.498177,1
1450,-3.332488,0
1451,-2.462281,0
1452,-1.500014,0
1453,0.700652,0
1454,-0.466704,0
1455,-2.668245,0
1456,1.473897,0
1457,0.568975,0
1458,2.223703,1
1459,0.781639,0
1460,-0.963428,0
1461,-1.172765,0
1462,-0.846421,0
1463,-0.541169,0
1464,-0.457639,0
1465,-1.407571,0
1466,-1.309692,0
1467,0.461175,1
1468,-2.181249,1
1469,-1.668103,0
1470,-2.49332,0
1471,-1.06728,1
1472,0.013315,0
1473,-3.274436,0
1474,-3.413542,0
1475,-1.852668,0
1476,-3.68457,0
1477,-2.197848,0
1478,-0.344874,0
1479,-3.36285,0
1480,-2.504201,0
1481,-2.48805,0
1482,-0.497421,0
1483,-0.279538,0
1484,-0.543497,1
1485,-1.112824,0
1486,-0.427527,1
1487,0.27653,0
1488,1.094574,0
1489,-0.228526,1
1490,-1.633454,0
1491,-1.041246,0
1492,-1.929294,0
1493,-0.353276,1
1494,0.272781,0
1495,-0.71371,0
1496,1.0766,0
1497,0.979847,0
1498,-0.905023,0
1499,-2.684937,1
1500,-2.809069,0
1501,-2.337609,0
1502,1.103196,1
1503,0.693035,0
1504,-0.974155,0
1505,-0.170713,0
1506,0.582538,1
1507,0.568897,0
1508,1.236956,1
1509,-1.443281,0
1510,-3.021709,0
1511,-0.006831,0
1512,0.526862,0
1513,-0.924452,0
1514,-2.394255,0
1515,-1.965167,0
1516,-2.938352,0
1517,-2.676794,0
1518,0.298846,1
1519,-1.289998,0
1520,0.304316,1
1521,-3.246416,0
1522,0.716207,0
1523,-3.318657,0
1524,0.069268,1
1525,-2.332079,0
1526,-0.338096,0
1527,-2.975526,0
1528,0.48249,1
1529,1.908086,0
1530,0.380314,0
1531,-3.230716,0
1532,0.379486,0
1533,0.308313,0
1534,-2.122838,0
1535,-2.31997,0
1536,-1.87168,0
1537,-0.925414,0
1538,-2.44126,0
1539,-0.800607,0
1540,-0.288994,0
1541,-2.589078,0
1542,1.312524,1
1543,0.099308,0
1544,-1.841525,1
1545,-2.980827,0
1546,-1.834629,0
1547,-2.522576,0
1548,0.169419,0
1549,1.304227,1
1550,-3.328507,0
1551,-1.02935,0
1552,-1.605074,1
1553,-0.352789,0
1554,0.0012,0
1555,-2.512666,0
1556,1.022329,1
1557,-0.895828,0
1558,-0.230101,0
1559,-2.301655,0
1560,-4.037212,0
1561,0.09384,0
1562,-0.869564,0
1563,-2.615762,1
1564,-2.412314,0
1565,-3.169146,0
1566,-2.88388,0
1567,0.873132,0
1568,-0.059521,0
1569,-0.101261,0
1570,-0.868471,0
1571,-1.350037,0
1572,-3.303765,0
1573,-0.692719,1
1574,0.741507,1
1575,1.173138,0
1576,-0.592649,0
1577,-4.216014,0
1578,0.626404,1
1579,-0.242626,0
1580,-0.161351,1
1581,-1.217793,0
1582,0.347589,1
1583,-2.188177,0
1584,-1.420053,0
1585,1.67915,1
1586,1.226265,0
1587,-4.105364,0
1588,0.446766,0
1589,-0.13427,0
1590,0.586105,1
1591,0.58621,0
1592,0.016298,0
1593,-3.022362,0
1594,-0.397059,0
1595,-1.94655,0
1596,0.021419,0
1597,-3.027317,0
1598,-0.748097,0
1599,-2.649447,0
1600,0.016656,0
1601,0.579831,0
1602,-1.078341,0
1603,-1.24613,0
1604,0.727248,0
1605,-2.505988,0
1606,-1.171224,0
1607,1.508375,1
1608,0.386447,0
1609,0.258368,1
1610,1.306097,1
1611,-1.377812,1
1612,0.463248,0
1613,-2.565336,0
1614,-1.253452,1
1615,-0.34523,1
1616,2.26423,1
1617,-0.897984,1
1618,-0.214483,0
1619,-0.088333,0
1620,-1.843158,0
1621,-2.281721,0
1622,-1.342673,0
1623,-0.077634,0
1624,2.464393,0
1625,-2.352172,0
1626,-0.773114,0
1627,0.164625,1
1628,-1.007673,0
1629,-1.65675,0
1630,-0.43025,0
1631,-1.044497,0
1632,-0.130416,1
1633,-0.891769,0
1634,0.441569,0
1635,-0.251877,1
1636,-0.42493,1
1637,0.975663,0
1638,-0.986604,0
1639,1.048766,0
1640,0.363195,0
1641,1.803563,1
1642,-1.810655,0
1643,-1.556314,0
1644,-4.594413,0
1645,-0.526524,1
1646,0.321476,1
1647,2.07364,1
1648,-0.967097,1
1649,-1.048688,0
1650,-0.613861,0
1651,-0.233603,0
1652,-1.667914,0
1653,-0.346753,1
1654,-4.40393,0
1655,0.804125,0
1656,-3.547315,0
1657,1.249401,0
1658,-1.925534,1
1659,-4.381182,0
1660,-0.752291,0
1661,0.719124,1
1662,0.864637,1
1663,-0.764151,1
1664,0.634627,1
1665,-0.873937,0
1666,-0.969081,0
1667,-1.353798,1
1668,-2.626784,0
1669,1.085547,0
1670,0.162212,1
1671,0.040975,0
1672,-0.68019,0
1673,-0.023425,0
1674,-1.036069,0
1675,-1.615388,1
1676,0.011508,1
1677,-3.475444,0
1678,-3.623786,0
1679,-1.178695,1
1680,-0.30834,1
1681,-0.562856,0
1682,1.645352,1
1683,0.096931,0
1684,-0.601249,1
1685,0.335913,0
1686,-1.877553,0
1687,-2.608567,0
1688,0.007218,1
1689,-0.509851,1
1690,-2.129997,0
1691,-1.484228,0
1692,-0.55217,0
1693,-0.473587,1
1694,0.151507,0
1695,0.255541,0
1696,-1.240024,1
1697,-0.284344,0
1698,-0.81021,0
1699,-1.091663,1
1700,-1.433393,0
1701,-1.946463,0
1702,1.254703,0
1703,-3.540268,0
1704,-2.40373,0
1705,-1.236356,0
1706,-2.522951,1
1707,-1.454607,0
1708,-0.716809,0
1709,-1.475887,0
1710,1.149859,0
1711,-1.38817,0
1712,-2.059052,0
1713,2.095875,1
1714,-0.173326,0
1715,2.348609,0
1716,-1.643684,0
1717,-2.567435,0
1718,1.45561,1
1719,-1.485142,0
1720,-0.30992,0
1721,-1.53009,0
1722,-2.473794,0
1723,0.183325,0
1724,-1.738951,0
1725,-0.755221,0
1726,-2.538554,0
1727,0.347025,0
1728,-3.750992,0
1729,-0.744294,0
1730,-3.325005,0
1731,-0.352533,1
1732,-2.387812,0
1733,-0.464222,0
1734,-1.334584,0
1735,-1.09614,0
1736,0.296109,1
1737,0.530083,0
1738,-1.157799,0
1739,0.391739,0
1740,0.594707,0
1741,-1.801713,0
1742,-0.724496,1
1743,-0.509475,1
1744,-0.415772,0
1745,-1.878861,0
1746,-0.718474,0
1747,-1.010329,0
1748,-1.271534,0
1749,-3.187262,0
1750,-0.698079,0
1751,-1.343943,0
1752,0.055362,0
1753,-2.822736,0
1754,-0.321149,0
1755,-2.070362,0
1756,-2.6836,0
1757,-0.739302,0
1758,0.036083,0
1759,-3.434022,0
1760,-1.441392,0
1761,-1.973669,0
1762,-1.778525,0
1763,-0.334813,0
1764,0.465736,0
1765,0.311099,1
1766,-1.832693,0
1767,-0.751682,0
1768,-1.010188,1
1769,-3.297585,0
1770,-0.350738,0
1771,-1.886476,0
1772,-1.775747,1
1773,0.833364,1
1774,0.695228,0
1775,0.062532,1
1776,0.276785,1
1777,-1.120137,0
1778,-2.184838,0
1779,-1.882706,0
1780,-0.475531,1
1781,-0.020359,1
1782,-0.93085,0
1783,-1.307169,0
1784,0.173264,0
1785,0.089106,0
1786,-0.587433,0
1787,-2.69461,0
1788,-2.174393,0
1789,0.649222,0
1790,0.081122,0
1791,-0.757722,0
1792,1.084944,0
1793,-2.101661,0
1794,1.57533,1
1795,1.393622,0
1796,-1.845021,1
1797,-0.27422,1
1798,-3.373667,0
1799,-1.867905,0
1800,-1.20835,0
1801,2.149381,0
1802,-1.654678,0
1803,-0.067808,0
1804,-0.302025,0
1805,-3.218812,0
1806,-1.695363,0
1807,-1.706289,0
1808,-2.490453,0
1809,-2.898788,0
1810,-1.049745,0
1811,1.587174,1
1812,-1.856947,0
1813,-1.423987,0
1814,-1.110316,0
1815,0.530929,0
1816,-0.318712,0
1817,-1.463602,0
1818,-2.010195,0
1819,-2.236533,0
1820,-0.516173,0
1821,-0.840634,0
1822,-1.116241,1
1823,-0.727912,0
1824,-0.025563,0
1825,-1.366101,0
1826,-1.811976,0
1827,-0.369261,1
1828,-0.724973,0
1829,-0.488265,1
1830,-2.143329,0
1831,-0.819099,0
1832,-2.32813,0
1833,1.525148,1
1834,-0.670784,0
1835,-1.397879,0
1836,-2.976151,0
1837,-0.906277,0
1838,-0.527249,0
1839,-1.80808,1
1840,-3.442187,0
1841,-2.538153,1
1842,0.567073,0
1843,-1.259019,0
1844,-1.500794,0
1845,-2.867373,0
1846,-0.164243,0
1847,-0.770089,0
1848,-0.127253,0
1849,-0.49867,0
1850,-2.142865,0
1851,-2.764647,1
1852,-0.115033,0
1853,-1.695378,1
1854,-2.604405,0
1855,-0.272363,0
1856,-1.366868,0
1857,-0.102506,0
1858,-1.414471,0
1859,-1.125014,0
1860,0.082043,0
1861,-1.706206,1
1862,-2.224825,0
1863,-0.943928,1
1864,-2.021539,0
1865,-1.979147,0
1866,-1.712788,1
1867,-1.854037,0
1868,2.723898,1
1869,-3.294164,0
1870,2.578209,1
1871,-1.665052,0
1872,-0.741579,0
1873,-1.030179,1
1874,-0.1434,0
1875,-2.00839,0
1876,1.383366,0
1877,-0.106651,0
1878,-1.216986,0
1879,-1.398539,0
1880,-2.147627,0
1881,-2.088375,0
1882,-1.083036,0
1883,-0.57138,0
1884,-0.393134,0
1885,-0.909877,0
1886,-2.360449,0
1887,-2.528035,0
1888,-3.359777,0
1889,-1.263145,1
1890,-1.627755,0
1891,0.523198,0
1892,-2.285106,0
1893,-0.092396,0
1894,-0.248442,0
1895,-1.868748,0
1896,-0.048258,0
1897,-0.090609,1
1898,-2.702019,0
1899,-2.738565,0
1900,-2.789739,0
1901,3.578509,1
1902,1.713122,1
1903,-1.16896,0
1904,1.052532,0
1905,-0.984548,1
1906,-2.193854,0
1907,-3.230428,0
1908,-0.740798,1
1909,-2.307909,0
1910,-0.853686,0
1911,0.225437,0
1912,-0.914158,1
1913,-0.595339,0
1914,0.204362,0
1915,-1.14866,0
1916,-3.379362,0
1917,-2.474375,0
1918,0.414782,1
1919,-1.760462,0
1920,-3.843845,0
1921,-0.354168,1
1922,0.883264,0
1923,-1.01071,0
1924,-1.491903,0
1925,-3.742626,0
1926,1.029911,1
1927,-1.842666,0
1928,-1.925382,0
1929,-2.398676,0
1930,-1.52658,0
1931,-1.066774,0
1932,-1.462258,0
1933,-2.906059,0
1934,-4.520183,0
1935,-2.179703,0
1936,-1.739706,0
1937,1.244701,1
1938,0.301562,0
1939,0.815957,1
1940,0.230568,1
1941,-1.594951,0
1942,1.024032,1
1943,-3.459881,0
1944,-0.136521,1
1945,-2.722405,0
1946,-0.192084,0
1947,-1.861123,0
1948,0.316932,1
1949,-1.597731,0
1950,-2.019252,0
1951,0.58249,0
1952,-4.040612,0
1953,-0.77898,1
1954,1.742309,1
1955,-0.98307,0
1956,-1.101418,0
1957,-0.757427,0
1958,-0.049687,0
1959,-0.469201,0
1960,-0.165863,0
1961,-1.161047,0
1962,-0.919132,1
1963,-0.52185,0
1964,0.266499,1
1965,0.058789,1
1966,0.858247,0
1967,-2.07202,0
1968,-0.780601,0
1969,-2.65499,0
1970,-1.51798,0
1971,-0.77255,1
1972,-2.527516,1
1973,-0.314248,1
1974,-3.089625,0
1975,-2.409622,0
1976,-1.22415,0
1977,-1.787716,0
1978,-0.641878,0
1979,-1.808605,0
1980,-1.456818,0
1981,-1.780012,0
1982,0.294034,0
1983,-0.721038,0
1984,1.010182,1
1985,-0.075649,1
1986,-1.085306,0
1987,-1.167018,0
1988,-0.506199,0
1989,-0.982696,0
1990,-0.905563,0
1991,-0.846953,0
1992,-3.218511,0
1993,0.684772,1
1994,0.468817,1
1995,-1.105056,0
1996,-1.825677,0
1997,-1.708572,0
1998,-0.329527,0
1999,-0.663279,0
2000,-2.364294,0
