id,treated,l,event
1219,1,0.164787,
1220,0,1.347076,1
1221,1,1.413316,1
1222,0,-0.527626,1
1223,1,0.040796,0
1224,0,-0.380027,0
1225,0,-0.041343,0
1226,0,0.98186,1
1227,0,-0.950845,0
1228,1,0.65039,0
1229,1,1.104479,
1230,0,-0.40528,0
1231,1,-0.415125,0
1232,1,-2.811636,0
1233,0,-1.731461,0
1234,1,1.192621,1
1235,1,0.320785,0
1236,1,-1.886781,0
1237,0,0.251212,0
1238,1,-0.542761,0
1239,1,0.213927,0
1240,0,0.189733,
1241,0,-0.764715,0
1242,1,-0.88357,0
1243,1,-1.734412,0
1244,1,1.132561,0
1245,0,2.315069,
1246,1,0.466415,1
1247,1,0.650916,1
1248,1,-0.859273,0
1249,0,1.252449,
1250,0,1.493013,
1251,0,-0.282287,0
1252,0,0.900466,1
1253,0,-0.725265,1
1254,0,-0.926563,0
1255,1,-1.377131,0
1256,0,0.407615,1
1257,0,-2.528771,0
1258,0,0.008681,
1259,1,1.023917,1
1260,1,-0.869885,0
1261,1,1.308177,1
1262,0,-0.081097,0
1263,1,0.668839,0
1264,0,0.131145,
1265,1,1.082098,0
1266,0,0.161516,1
1267,0,-0.412901,
1268,1,-1.281427,0
1269,1,0.657015,0
1270,0,-0.565537,1
1271,0,1.336472,
1272,0,-0.310921,0
1273,1,-0.44339,0
1274,1,-0.415545,0
1275,1,1.183659,0
1276,1,1.204383,0
1277,1,0.014265,0
1278,0,1.793741,
1279,1,0.351305,1
1280,1,-0.792524,0
1281,1,0.733874,1
1282,0,0.865446,
1283,0,-0.164694,0
1284,1,1.420721,
1285,0,0.002227,1
1286,0,0.693404,
1287,1,0.047869,0
1288,0,-1.454254,0
1289,1,0.432384,0
1290,0,-0.499618,0
1291,1,-0.569851,0
1292,0,-0.454177,0
1293,0,0.727102,
1294,0,1.966528,
1295,1,0.248957,1
1296,0,-0.076715,0
1297,1,1.902485,0
1298,1,0.186683,0
1299,0,-0.153203,0
1300,1,1.109351,0
1301,0,-2.102131,0
1302,0,0.681432,1
1303,1,-1.574764,0
1304,1,-1.12102,0
1305,1,0.878536,0
1306,1,-0.145532,1
1307,0,0.173368,1
1308,0,-0.627221,0
1309,1,0.282118,0
1310,0,0.133482,
1311,1,1.314054,
1312,1,1.564046,1
1313,1,0.360711,0
1314,1,0.155826,0
1315,0,0.970317,0
1316,1,1.834456,
1317,0,-2.42256,0
1318,1,1.174948,1
1319,0,-1.023058,0
1320,0,0.876076,
1321,1,1.382916,0
1322,1,-2.255072,0
1323,1,0.328766,1
1324,0,-0.713879,0
1325,0,0.055847,
1326,0,0.025777,
1327,0,-2.537112,0
1328,0,-1.175967,0
1329,0,-0.594181,
1330,1,-0.526637,0
1331,0,-0.602399,0
1332,1,-1.595534,0
1333,1,0.014975,
1334,1,0.743135,1
1335,0,-1.103377,0
1336,0,0.302998,1
1337,1,-0.738322,0
1338,1,0.34864,1
1339,1,0.214433,0
1340,0,-0.627706,0
1341,0,0.637925,1
1342,1,-0.882811,0
1343,0,-0.174127,1
1344,1,-1.163682,0
1345,0,0.288647,1
1346,0,0.233216,
1347,0,1.421015,0
1348,0,0.525122,0
1349,0,-1.066776,0
1350,1,0.71252,0
1351,1,-0.358239,0
1352,0,-1.069059,0
1353,0,-0.736846,0
1354,1,-0.272088,
1355,1,-0.845798,0
1356,1,-0.07951,0
1357,0,0.264748,0
1358,1,1.854568,
1359,0,-1.770073,0
1360,0,0.288815,0
1361,1,-0.114937,1
1362,1,0.890978,
1363,0,1.653124,
1364,1,0.272961,1
1365,0,0.468859,
1366,0,-1.060605,0
1367,1,1.391962,0
1368,0,0.204001,0
1369,0,0.595615,1
1370,0,1.612701,
1371,0,-0.413401,1
1372,1,-0.751684,
1373,0,-0.318303,1
1374,0,0.574419,0
1375,0,-1.345569,0
1376,1,-1.667832,0
1377,0,1.321521,
1378,0,0.244023,0
1379,1,-0.266088,0
1380,1,0.329071,0
1381,0,-1.006784,0
1382,1,-0.228384,1
1383,1,0.053811,
1384,0,-1.505536,0
1385,1,-1.84468,0
1386,0,1.000136,
1387,0,-1.781175,0
1388,1,-0.677501,0
1389,1,2.457712,0
1390,1,0.4342,0
1391,1,0.832666,0
1392,0,-0.914347,
1393,1,-0.641932,0
1394,0,-1.281819,0
1395,1,-2.021625,0
1396,1,0.773022,0
1397,0,-0.979478,0
1398,1,0.427006,
1399,0,-0.52774,0
1400,0,0.015102,0
1401,1,0.804272,
1402,1,0.34297,0
1403,1,0.441184,1
1404,1,-0.111969,1
1405,0,0.728675,0
1406,0,-0.832375,0
1407,0,1.219005,
1408,0,-0.629454,0
1409,0,1.256846,0
1410,0,-1.474468,0
1411,1,-1.463721,0
1412,0,2.49374,
1413,0,-1.090482,0
1414,1,1.24687,1
1415,0,0.598147,0
1416,1,-0.636248,0
1417,0,-2.708156,0
1418,1,0.250644,1
1419,0,-0.557055,1
1420,0,-0.507901,
1421,0,-0.169757,0
1422,1,-1.457051,0
1423,1,0.547323,0
1424,1,0.160056,0
1425,0,0.464385,0
1426,0,0.539259,
1427,0,-0.9667,0
1428,1,-1.25958,0
1429,1,-0.249452,1
1430,1,-0.410441,0
1431,1,1.285482,1
1432,0,0.298922,1
1433,0,-2.058577,0
1434,1,-1.288271,0
1435,1,-0.120732,0
1436,1,1.226759,1
1437,1,1.41508,1
1438,0,0.051797,1
1439,1,-0.214343,0
1440,1,0.106332,0
1441,0,0.266749,1
1442,0,0.028914,
1443,1,-1.161608,0
1444,0,-1.004538,0
1445,0,0.480379,
1446,1,0.8763,1
1447,0,-0.033542,
1448,1,0.916026,1
1449,1,-1.468174,0
1450,0,1.016074,
1451,1,0.953647,0
1452,1,-0.5075,1
1453,0,-0.463418,0
1454,1,-2.02936,0
1455,1,0.057317,0
1456,1,0.470048,0
1457,0,-1.041356,0
1458,1,-0.208041,0
1459,1,0.160448,1
1460,0,0.042705,1
1461,1,-0.088051,1
1462,0,-0.162522,
1463,0,1.076357,1
1464,0,-0.474906,0
1465,0,-1.095479,0
1466,1,0.598032,
1467,1,0.579036,0
1468,1,0.951574,0
1469,0,0.354609,
1470,0,1.588155,
1471,0,-1.675566,0
1472,1,-2.143828,0
1473,1,-0.729161,0
1474,0,0.062659,0
1475,1,0.321661,
1476,0,0.355835,0
1477,1,0.210276,0
1478,0,0.817877,0
1479,1,0.402143,
1480,1,-1.37827,0
1481,0,1.262592,
1482,0,-0.146912,
1483,0,-0.516229,0
1484,0,-0.543171,0
1485,1,0.028258,0
1486,1,-1.25976,0
1487,0,-0.849107,0
1488,1,-0.695671,0
1489,1,0.579504,1
1490,0,1.33354,
1491,0,0.898289,1
1492,1,0.9133,1
1493,1,1.131584,0
1494,1,1.471825,0
1495,0,-0.907415,0
1496,1,-0.097314,0
1497,0,-0.862094,0
1498,0,0.604973,
1499,1,-0.241529,0
1500,0,0.458932,0
1501,0,-0.084577,0
1502,1,-0.165261,0
1503,1,0.183694,0
1504,0,-1.157474,0
1505,0,-0.06515,1
1506,0,-0.493395,0
1507,1,-0.302987,1
1508,0,0.201486,
1509,0,-0.855117,0
1510,1,-0.726591,0
1511,0,0.493193,
1512,0,0.901429,
1513,0,0.729251,1
1514,0,-0.299767,0
1515,0,1.177362,
1516,1,0.731643,0
1517,1,-0.785403,0
1518,1,0.544003,1
1519,0,0.225681,
1520,0,-0.095591,
1521,0,0.908945,
1522,1,0.586906,0
1523,0,-0.598361,
1524,0,-0.583151,0
1525,1,1.369704,0
1526,0,0.162048,1
1527,1,1.10396,1
1528,1,0.622529,0
1529,1,-0.143763,0
1530,1,0.263668,0
1531,1,-2.124139,0
1532,1,0.867397,0
1533,0,-3.367402,0
1534,0,0.652187,
1535,1,0.996017,0
1536,0,-1.06316,0
1537,0,-1.123644,0
1538,0,1.351347,
1539,1,-0.013475,0
1540,0,0.433786,0
1541,1,0.481888,0
1542,1,-0.680988,0
1543,0,-0.30688,0
1544,1,-1.931504,0
1545,1,0.310386,0
1546,0,-0.089153,
1547,1,1.327064,1
1548,0,-1.21627,0
1549,1,-1.594062,0
1550,0,1.07017,
1551,1,-0.616317,0
1552,1,-0.172682,0
1553,0,0.204543,0
1554,1,-1.413004,0
1555,1,0.27062,1
1556,1,0.733109,0
1557,0,-1.330804,0
1558,1,-1.057012,0
1559,0,-1.081723,0
1560,1,-0.016682,0
1561,1,-0.442245,0
1562,1,-0.587073,0
1563,1,-1.393118,0
1564,0,-1.330258,0
1565,0,-0.009449,0
1566,1,-0.236151,0
1567,1,-0.88823,0
1568,0,1.002385,
1569,1,-0.430309,0
1570,1,0.054044,0
1571,0,-1.268019,0
1572,0,0.326829,0
1573,0,0.809942,1
1574,1,-0.376536,0
1575,1,0.786708,0
1576,0,0.53525,0
1577,1,1.544086,
1578,0,-0.246889,0
1579,0,0.958266,1
1580,0,0.06472,0
1581,0,-1.482025,0
1582,1,0.233662,0
1583,0,-0.251362,0
1584,0,-0.163527,0
1585,1,0.216747,0
1586,0,-0.66242,0
1587,0,0.984352,
1588,1,-0.588942,0
1589,1,0.136431,0
1590,0,-0.062822,0
1591,1,0.361274,0
1592,1,-0.956223,0
1593,1,0.956542,0
1594,1,1.180779,0
1595,1,-1.896924,0
1596,1,-0.145565,0
1597,0,0.666938,
1598,1,-1.116495,0
1599,0,0.223616,
1600,0,0.024086,1
1601,0,-0.845432,0
1602,1,0.223643,0
1603,0,1.161274,
1604,0,0.656538,
1605,0,0.920142,0
1606,1,-2.503287,0
1607,1,0.068545,0
1608,0,-1.343476,0
1609,1,1.230377,
1610,0,-1.778185,0
1611,1,1.033007,0
1612,1,-0.309395,1
1613,1,-0.855083,0
1614,0,0.707635,
1615,1,1.195251,1
1616,0,-0.291284,0
1617,0,-1.056291,0
1618,0,1.472595,
1619,1,-2.714262,0
1620,0,-0.877333,0
1621,0,0.591925,
1622,1,-1.088536,0
1623,0,1.636982,
1624,0,0.813817,
1625,0,1.260701,
1626,0,-0.654919,0
1627,0,-1.561101,0
1628,1,-1.963601,0
1629,0,1.027025,
1630,1,1.687981,
1631,1,-0.721853,0
1632,0,0.822551,1
1633,1,-1.214137,0
1634,1,-1.453447,0
1635,1,0.024842,0
1636,1,0.280695,0
1637,0,1.063547,1
1638,1,-0.347083,0
1639,0,-1.268398,0
1640,1,-1.364002,0
1641,1,-0.986951,0
1642,0,-1.00222,0
1643,1,-0.128789,0
1644,1,0.400289,1
1645,0,0.362764,
1646,1,1.970234,
1647,1,0.471698,0
1648,0,0.484608,1
1649,1,-1.502798,0
1650,0,0.319775,
1651,1,-0.739165,0
1652,0,-0.181468,0
1653,1,-0.165576,0
1654,0,-0.212392,1
1655,0,2.851954,
1656,1,0.703401,1
1657,1,-0.026924,0
1658,1,-1.275467,0
1659,1,0.813031,
1660,1,-0.98478,0
1661,1,-0.85921,0
1662,1,1.089938,1
1663,0,-0.415556,0
1664,1,1.320713,
1665,0,1.867002,
1666,0,-0.128517,0
1667,0,-2.04806,0
1668,1,0.427544,1
1669,0,-0.655025,1
1670,1,-0.421584,1
1671,0,-0.282651,0
1672,0,1.437941,0
1673,1,-0.470934,0
1674,1,0.256772,0
1675,0,-1.24304,0
1676,0,-0.003249,0
1677,0,0.145709,0
1678,0,0.284362,0
1679,1,0.873712,0
1680,1,-1.291264,0
1681,1,-1.243054,0
1682,0,-1.857413,0
1683,0,-0.054441,0
1684,0,0.234286,0
1685,1,-0.417078,0
1686,0,1.533142,
1687,0,-0.596742,0
1688,1,-0.801921,0
1689,1,0.190071,0
1690,0,-2.238456,0
1691,1,1.279815,0
1692,0,-0.661603,0
1693,0,-0.627736,0
1694,0,0.789429,0
1695,1,-0.403147,0
1696,1,1.870777,
1697,0,-1.902171,0
1698,1,1.316728,0
1699,1,-0.752892,0
1700,1,-0.31095,1
1701,1,1.190038,
1702,1,-1.690467,0
1703,0,0.692671,
1704,1,0.847589,1
1705,0,-0.756167,0
1706,1,2.950811,
1707,0,0.086897,
1708,0,-0.159894,0
1709,0,-0.882809,1
1710,1,-0.148316,0
1711,1,0.853335,1
1712,0,0.598805,
1713,1,-0.142265,0
1714,0,1.154539,
1715,0,-0.469317,0
1716,0,0.168427,
1717,1,0.453803,1
1718,0,-0.875934,0
1719,1,0.05907,0
1720,1,-1.300228,0
1721,1,-1.154799,0
1722,1,1.473557,1
1723,1,1.260156,1
1724,1,2.313512,1
1725,0,0.359837,0
1726,0,-0.326643,1
1727,0,-0.633265,1
1728,1,-0.77197,0
1729,0,1.601478,
1730,1,0.391694,1
1731,0,0.048833,0
1732,0,-1.582562,0
1733,0,0.398488,
1734,0,1.013525,
1735,0,-1.83749,0
1736,0,0.149419,0
1737,1,-1.152587,0
1738,0,-0.214124,0
1739,1,-1.215462,0
1740,1,-1.289903,0
1741,1,-0.697712,0
1742,0,-0.509922,
1743,0,-0.856526,0
1744,0,-2.006464,0
1745,0,-0.57291,0
1746,1,-1.141093,0
1747,0,-1.101984,0
1748,0,-0.107991,0
1749,1,-1.43438,0
1750,1,-0.165108,0
1751,1,0.388267,0
1752,1,0.848492,0
1753,1,0.586818,0
1754,0,1.174518,1
1755,1,-1.697011,0
1756,1,-0.527052,0
1757,0,-0.516505,
1758,0,1.092931,1
1759,0,1.295119,0
1760,1,0.271759,0
1761,0,1.090324,0
1762,1,-0.339208,0
1763,1,0.14986,0
1764,0,0.475221,0
1765,0,-0.306289,0
1766,1,0.142999,0
1767,0,1.897243,
1768,1,0.048649,0
1769,1,-0.13532,1
1770,0,-0.015798,
1771,1,0.933757,0
1772,0,-0.054377,0
1773,0,1.341049,
1774,1,0.155281,0
1775,1,0.074976,0
1776,1,1.678909,
1777,0,-1.342685,0
1778,1,1.127736,
1779,0,0.032085,0
1780,0,0.239609,0
1781,0,-0.15589,0
1782,1,1.032012,0
1783,1,0.380952,0
1784,0,0.046697,0
1785,0,-0.886197,0
1786,0,-0.640845,0
1787,1,-1.303177,0
1788,0,0.755475,
1789,0,0.403814,1
1790,0,0.215756,1
1791,1,0.027603,0
1792,0,-0.644619,0
1793,1,0.599406,
1794,1,-0.294232,0
1795,0,-0.286549,0
1796,0,-0.721477,0
1797,1,-1.533906,0
1798,1,-1.608668,0
1799,1,-0.119818,0
1800,1,0.855183,0
1801,0,0.10978,0
1802,0,0.617819,0
1803,0,0.116504,0
1804,0,0.863513,
1805,1,-1.463563,0
1806,1,-1.192643,0
1807,0,-1.27955,0
1808,1,-0.864451,0
1809,1,0.905195,0
1810,0,-0.800331,0
1811,0,0.485746,0
1812,0,1.790855,
1813,1,0.081215,0
1814,0,1.602226,0
1815,0,0.705442,1
1816,0,1.541979,
1817,0,-0.019617,0
1818,0,-1.479065,0
1819,0,0.381958,1
1820,0,2.363411,
1821,1,1.569488,
1822,1,-1.802939,0
1823,1,-1.520441,0
1824,1,-0.338932,0
1825,1,-0.967701,0
1826,1,1.825497,
1827,0,0.211634,0
1828,0,0.909968,
1829,1,-0.497029,0
1830,1,0.404619,0
1831,0,1.35461,
1832,0,-0.302596,0
1833,0,-0.465261,0
1834,1,-1.664077,0
1835,0,-1.17804,0
1836,1,-2.118652,0
1837,0,-1.010873,
1838,0,0.05902,0
1839,1,-0.001586,1
1840,0,-0.421432,0
1841,0,0.503107,1
1842,1,0.231048,0
1843,1,0.358385,0
1844,1,-0.266319,0
1845,0,-0.855078,0
1846,0,0.363829,0
1847,0,0.925946,0
1848,1,0.20396,0
1849,1,-1.898739,0
1850,0,1.137934,1
1851,1,0.06454,0
1852,0,-0.904187,0
1853,0,-0.880526,0
1854,0,1.378814,
1855,1,-0.693847,0
1856,1,-0.716522,0
1857,1,-0.022913,0
1858,0,-0.46229,0
1859,1,1.524525,1
1860,1,-0.513269,0
1861,1,1.880948,
1862,0,0.107723,0
1863,0,1.03721,
1864,1,-0.758433,0
1865,1,-2.554966,0
1866,1,-0.429471,0
1867,0,-1.784183,0
1868,0,-0.047272,
1869,1,-0.118363,0
1870,0,1.478208,
1871,0,0.531791,
1872,0,1.67191,
1873,0,-0.285977,0
1874,1,-1.025085,1
1875,1,-1.746067,0
1876,0,1.202919,0
1877,0,-1.776693,0
1878,1,-0.373978,0
1879,1,-1.742939,0
1880,1,0.891313,0
1881,1,-0.432013,0
1882,1,-0.937621,0
1883,1,0.099084,0
1884,0,1.266264,
1885,1,-2.30749,0
1886,0,-0.790838,0
1887,1,-0.389382,0
1888,1,0.021612,0
1889,0,0.361891,
1890,1,-1.962352,0
1891,1,-0.33723,0
1892,0,0.050749,1
1893,1,-0.795552,0
1894,1,0.289398,0
1895,1,1.406603,1
1896,1,0.024607,0
1897,0,-1.421084,0
1898,0,-1.15387,0
1899,0,0.862148,
1900,1,1.365183,0
1901,1,-0.008969,0
1902,0,-0.870725,0
1903,1,-0.675829,0
1904,0,-1.567758,0
1905,0,0.714369,
1906,1,-0.849168,0
1907,1,0.326804,0
1908,0,0.295151,1
1909,1,-1.305417,0
1910,0,0.834176,
1911,0,-0.08684,1
1912,1,-0.153043,0
1913,0,-2.285295,0
1914,1,0.603239,0
1915,0,2.046492,
1916,0,0.510157,
1917,0,1.720919,
1918,1,-0.541743,0
1919,0,0.790008,
1920,0,-0.222948,0
1921,1,-0.643133,0
1922,0,-0.794606,1
1923,1,-0.238624,0
1924,1,0.573373,0
1925,0,-0.22432,0
1926,0,-0.542507,0
1927,1,-0.561593,0
1928,0,1.672956,
1929,0,-0.756617,0
1930,0,-0.77249,0
1931,0,0.257416,0
1932,1,0.551356,1
1933,1,0.893028,0
1934,0,0.610364,0
1935,0,0.180299,0
1936,1,-0.153247,0
1937,1,0.386757,
1938,1,-0.033306,0
1939,0,0.580352,1
1940,0,0.989434,
1941,1,-1.802899,0
1942,0,1.393872,0
1943,1,1.840212,1
1944,0,0.803932,1
1945,1,-0.765584,0
1946,0,2.071034,
1947,0,0.521802,
1948,1,0.542371,
1949,0,0.518281,0
1950,0,-1.186615,0
1951,1,2.366018,
1952,1,0.134102,0
1953,0,0.171105,1
1954,0,-0.520127,0
1955,1,-1.025027,0
1956,1,-1.100945,0
1957,1,-1.860653,0
1958,0,1.384655,
1959,1,-1.355936,0
1960,1,-0.159681,0
1961,0,0.761953,0
1962,1,-0.060921,0
1963,1,-0.5426,0
1964,1,-0.594088,0
1965,0,-0.651128,0
1966,0,-1.277865,0
1967,0,0.380021,0
1968,0,0.796872,
1969,0,-0.105603,0
1970,1,-1.231418,0
1971,0,0.206325,1
1972,1,-2.336198,0
1973,1,-0.405339,0
1974,1,-0.082056,0
1975,1,1.170671,1
1976,1,1.254411,1
1977,1,-0.779417,0
1978,0,0.245808,0
1979,1,1.14396,
1980,1,1.457841,0
1981,0,-0.790568,0
1982,0,-1.754557,0
1983,1,0.522665,0
1984,1,-0.050538,0
1985,0,0.761061,0
1986,1,-1.423239,0
1987,0,0.01894,
1988,0,-0.197946,1
1989,1,1.859356,1
1990,1,-2.197665,0
1991,1,0.008895,0
1992,1,0.190991,0
1993,0,0.483809,0
1994,1,1.075245,
1995,1,0.640829,0
1996,1,1.119039,0
1997,1,-0.858691,0
1998,0,-0.598622,0
1999,0,1.413113,0
2000,0,1.172139,
