ward,period,intervention,y
4,5,0,60.4784
4,5,0,43.7093
4,5,0,55.0652
4,5,0,70.3432
4,5,0,49.221
4,5,0,38.2058
4,5,0,45.5448
4,5,0,44.3475
4,5,0,52.389
4,5,0,44.1229
4,5,0,64.2825
4,5,0,52.8939
4,5,0,59.4139
4,5,0,50.4295
4,5,0,47.994
4,5,0,51.623
4,5,0,47.4947
4,5,0,61.4045
4,6,1,47.7407
4,6,1,56.6823
4,6,1,61.9801
4,6,1,67.1453
4,6,1,51.159
4,6,1,38.3479
4,6,1,56.9725
4,6,1,59.7704
4,6,1,58.2886
4,6,1,64.2399
4,6,1,45.9918
4,6,1,57.3238
4,6,1,60.3928
4,6,1,60.7082
4,6,1,55.0978
4,6,1,55.3301
4,6,1,42.2777
4,6,1,52.0704
4,6,1,50.6661
4,6,1,51.1768
4,6,1,58.3777
4,6,1,65.3504
4,6,1,60.6927
4,6,1,43.2325
4,6,1,45.7724
4,6,1,48.8718
4,6,1,57.149
4,6,1,56.0087
4,6,1,46.1675
4,6,1,42.597
4,6,1,36.9345
4,6,1,59.5204
4,6,1,50.4151
4,6,1,63.2116
4,6,1,58.7392
4,6,1,56.7812
4,6,1,48.4598
4,6,1,64.308
4,6,1,48.3106
4,6,1,56.2116
4,6,1,53.5768
4,6,1,43.991
4,6,1,50.6722
4,6,1,49.9613
4,6,1,54.9843
4,6,1,58.371
4,6,1,41.2189
4,6,1,61.066
4,6,1,56.7914
4,6,1,60.2272
4,7,1,49.2044
4,7,1,51.0029
4,7,1,46.9538
4,7,1,57.8584
4,7,1,52.3369
4,7,1,44.1239
4,7,1,49.7851
4,7,1,44.2896
4,7,1,63.7622
4,7,1,54.0635
4,7,1,53.3242
4,7,1,52.9848
4,7,1,70.4569
4,7,1,65.6553
4,7,1,62.3771
4,7,1,45.8862
4,7,1,51.118
4,7,1,51.5619
4,7,1,69.4458
4,7,1,55.5261
4,7,1,45.6822
4,7,1,58.5798
4,7,1,52.153
4,7,1,58.1143
4,7,1,59.3611
4,7,1,48.2127
4,7,1,51.5323
4,7,1,69.7426
4,7,1,44.0025
4,7,1,58.1523
4,7,1,47.6265
4,7,1,49.8528
4,7,1,42.421
4,7,1,62.0797
4,7,1,42.964
4,7,1,55.6595
4,7,1,39.0754
4,7,1,43.1664
4,7,1,38.7531
4,7,1,50.8776
4,7,1,66.759
4,7,1,66.7893
4,7,1,46.3569
4,7,1,47.9977
4,7,1,40.4206
4,7,1,44.9525
4,7,1,55.3731
4,7,1,46.737
4,7,1,49.2905
4,7,1,53.6953
5,1,0,57.4542
5,1,0,50.3501
5,1,0,54.3053
5,1,0,48.9139
5,1,0,50.7629
5,1,0,57.0754
5,1,0,30.7015
5,1,0,49.3326
5,1,0,54.5856
5,1,0,44.6326
5,1,0,64.3864
5,1,0,48.3446
5,1,0,45.8216
5,1,0,53.1477
5,1,0,53.7735
5,1,0,37.0389
5,1,0,44.9392
5,1,0,41.4918
5,1,0,40.6839
5,1,0,50.1282
5,1,0,51.2356
5,1,0,75.0796
5,1,0,63.9619
5,1,0,51.5404
5,1,0,57.9375
5,1,0,53.4604
5,1,0,57.3117
5,1,0,51.8858
5,1,0,60.3885
5,1,0,49.2401
5,1,0,53.1446
5,1,0,55.7356
5,1,0,46.9555
5,1,0,59.2054
5,1,0,46.2708
5,1,0,52.3192
5,1,0,58.0102
5,1,0,53.8089
5,1,0,40.8864
5,1,0,44.5905
5,1,0,39.2279
5,1,0,55.7983
5,1,0,41.0542
5,1,0,58.9226
5,1,0,47.2521
5,1,0,54.2498
5,1,0,48.9171
5,1,0,50.1707
5,1,0,64.1065
5,1,0,66.0028
5,2,0,56.8673
5,2,0,49.4905
5,2,0,46.7934
5,2,0,47.5951
5,2,0,52.8808
5,2,0,42.814
5,2,0,47.0395
5,2,0,41.9725
5,2,0,51.4873
5,2,0,48.4498
5,2,0,46.0744
5,2,0,42.4028
5,2,0,46.7643
5,2,0,34.4874
5,2,0,61.9537
5,2,0,46.1628
5,2,0,44.2916
5,2,0,54.6137
5,2,0,58.3303
5,2,0,50.3523
5,2,0,45.7714
5,2,0,49.9868
5,2,0,54.383
5,2,0,52.7237
5,2,0,53.9275
5,2,0,36.8735
5,2,0,54.3144
5,2,0,43.543
5,2,0,47.4414
5,2,0,56.7746
5,2,0,37.0583
5,2,0,48.408
5,2,0,51.9637
5,2,0,42.1171
5,2,0,51.5669
5,2,0,50.2982
5,2,0,39.2783
5,2,0,51.0368
5,2,0,42.78
5,2,0,45.6603
5,2,0,51.5689
5,2,0,51.4987
5,2,0,53.0834
5,2,0,40.8047
5,2,0,43.3187
5,2,0,53.2135
5,2,0,62.2939
5,2,0,46.4303
5,2,0,57.7382
5,2,0,48.6564
5,3,1,50.6924
5,3,1,42.2934
5,3,1,44.5985
5,3,1,50.222
5,3,1,56.8807
5,3,1,59.4754
5,3,1,48.2725
5,3,1,48.0109
5,3,1,48.0689
5,3,1,40.5865
5,3,1,63.9213
5,3,1,52.2036
5,3,1,46.3326
5,3,1,57.4538
5,3,1,44.3999
5,3,1,30.412
5,3,1,51.4125
5,3,1,26.1749
5,3,1,40.2755
5,3,1,49.7946
5,3,1,47.2691
5,3,1,47.5797
5,3,1,62.5302
5,3,1,49.9489
5,3,1,43.0707
5,3,1,39.9644
5,3,1,38.5852
5,3,1,48.6769
5,3,1,45.0751
5,3,1,39.049
5,3,1,45.6246
5,3,1,42.6955
5,3,1,36.128
5,3,1,33.376
5,3,1,52.5785
5,3,1,46.8253
5,3,1,52.707
5,3,1,54.42
5,3,1,57.1954
5,3,1,60.5415
5,3,1,71.4234
5,3,1,45.1457
5,3,1,57.7365
5,3,1,50.6295
5,3,1,55.8083
5,3,1,49.3877
5,3,1,46.8382
5,3,1,48.5079
5,3,1,37.0565
5,3,1,58.8312
5,4,1,45.354
5,4,1,59.4202
5,4,1,51.9831
5,4,1,55.9533
5,4,1,44.6683
5,4,1,53.8179
5,4,1,52.7563
5,4,1,57.7347
5,4,1,50.7184
5,4,1,46.7103
5,4,1,44.9361
5,4,1,45.2059
5,4,1,45.8341
5,4,1,44.735
5,4,1,54.0474
5,4,1,53.7626
5,4,1,53.2932
5,4,1,46.6012
5,4,1,44.9603
5,4,1,36.4317
5,4,1,45.6184
5,4,1,29.6687
5,4,1,49.5837
5,4,1,65.6916
5,4,1,39.2716
5,4,1,60.9824
5,4,1,38.2994
5,4,1,46.3109
5,4,1,57.5769
5,4,1,56.4166
5,4,1,41.5583
5,4,1,50.5767
5,4,1,45.3132
5,4,1,67.5548
5,4,1,38.711
5,4,1,40.4442
5,4,1,55.3845
5,4,1,59.5898
5,4,1,35.0043
5,4,1,41.7021
5,4,1,43.3878
5,4,1,49.7689
5,4,1,55.2036
5,4,1,51.3869
5,4,1,41.3291
5,4,1,68.2488
5,4,1,37.0826
5,4,1,47.6889
5,4,1,57.9581
5,4,1,39.7813
5,5,1,63.9389
5,5,1,58.9742
5,5,1,53.1438
5,5,1,59.5205
5,5,1,56.4449
5,5,1,46.1525
5,5,1,40.7753
5,5,1,38.1438
5,5,1,52.8648
5,5,1,40.3306
5,5,1,61.6007
5,5,1,34.6125
5,5,1,49.3233
5,5,1,47.6011
5,5,1,43.3165
5,5,1,48.8722
5,5,1,67.9477
5,5,1,32.8322
5,5,1,41.6343
5,5,1,48.8363
5,5,1,54.4777
5,5,1,51.0255
5,5,1,47.013
5,5,1,57.7478
5,5,1,49.2467
5,5,1,51.397
5,5,1,27.7863
5,5,1,39.1202
5,5,1,61.146
5,5,1,49.9334
5,5,1,45.7666
5,5,1,49.0528
5,5,1,70.5745
5,5,1,51.6614
5,5,1,48.5016
5,5,1,60.7731
5,5,1,40.9731
5,5,1,42.9361
5,5,1,44.2818
5,5,1,49.4994
5,5,1,44.1842
5,5,1,52.4251
5,5,1,47.8042
5,5,1,48.2226
5,5,1,45.4097
5,5,1,52.0751
5,5,1,38.8611
5,5,1,41.4939
5,5,1,55.2454
5,5,1,41.342
5,6,1,48.7711
5,6,1,41.453
5,6,1,47.4382
5,6,1,56.9669
5,6,1,38.3537
5,6,1,50.5104
5,6,1,52.3298
5,6,1,49.7647
5,6,1,49.8082
5,6,1,41.4482
5,6,1,46.1132
5,6,1,48.9545
5,6,1,34.3941
5,6,1,52.2971
5,6,1,39.6866
5,6,1,53.9728
5,6,1,50.2008
5,6,1,33.0139
5,6,1,50.9555
5,6,1,46.9316
5,6,1,53.5036
5,6,1,59.4718
5,6,1,44.3298
5,6,1,59.6913
5,6,1,60.9894
5,6,1,51.4134
5,6,1,55.1638
5,6,1,62.3487
5,6,1,44.4469
5,6,1,43.4294
5,6,1,52.4777
5,6,1,42.9479
5,6,1,59.9804
5,6,1,45.1693
5,6,1,56.1769
5,6,1,42.5856
5,6,1,40.4958
5,6,1,48.5601
5,6,1,60.3694
5,6,1,55.3213
5,6,1,53.6142
5,6,1,37.4332
5,6,1,42.9705
5,6,1,52.4431
5,6,1,53.13
5,6,1,51.9754
5,6,1,58.822
5,6,1,39.1811
5,6,1,63.7657
5,6,1,58.1388
5,7,1,54.2462
5,7,1,49.7268
5,7,1,57.3081
5,7,1,50.7491
5,7,1,45.2967
5,7,1,38.8427
5,7,1,49.3849
5,7,1,54.7036
5,7,1,56.6943
5,7,1,61.7939
5,7,1,51.7175
5,7,1,48.9435
5,7,1,68.7764
5,7,1,45.1178
5,7,1,60.7771
5,7,1,62.6192
5,7,1,41.4724
5,7,1,39.7319
5,7,1,52.8345
5,7,1,58.1197
5,7,1,53.6713
5,7,1,47.9318
5,7,1,50.7481
5,7,1,34.7156
5,7,1,69.8193
5,7,1,40.6918
5,7,1,51.1276
5,7,1,49.7581
5,7,1,53.4681
5,7,1,43.1046
5,7,1,55.0656
5,7,1,52.6408
5,7,1,72.4512
5,7,1,45.6749
5,7,1,55.5517
5,7,1,53.4204
5,7,1,58.1124
5,7,1,46.21
5,7,1,55.9029
5,7,1,48.5965
5,7,1,52.2255
5,7,1,44.5381
5,7,1,51.2406
5,7,1,37.4029
5,7,1,37.3698
5,7,1,52.3018
5,7,1,67.3399
5,7,1,49.4233
5,7,1,54.6041
5,7,1,67.8925
6,1,0,43.2843
6,1,0,41.3004
6,1,0,47.8691
6,1,0,47.0026
6,1,0,46.1663
6,1,0,50.1746
6,1,0,46.7114
6,1,0,45.202
6,1,0,70.9101
6,1,0,64.4385
6,1,0,44.2964
6,1,0,54.4947
6,1,0,54.6209
6,1,0,60.2414
6,1,0,45.0229
6,1,0,55.6305
6,1,0,47.1245
6,1,0,64.9712
6,1,0,64.5887
6,1,0,45.0503
6,1,0,56.953
6,1,0,53.7055
6,1,0,53.6113
6,1,0,52.5246
6,1,0,43.9653
6,1,0,50.0269
6,1,0,69.1436
6,1,0,61.9724
6,1,0,50.4826
6,1,0,60.0936
6,1,0,49.6817
6,1,0,67.9231
6,1,0,55.165
6,1,0,47.4565
6,1,0,66.9102
6,1,0,51.3503
6,1,0,39.0357
6,1,0,63.3537
6,1,0,48.9116
6,1,0,65.3998
6,1,0,40.3197
6,1,0,62.9237
6,1,0,56.816
6,1,0,43.5262
6,1,0,50.4835
6,1,0,47.7364
6,1,0,60.7705
6,1,0,59.9375
6,1,0,76.8488
6,1,0,60.7353
6,2,1,51.7968
6,2,1,49.0403
6,2,1,48.4541
6,2,1,59.8614
6,2,1,55.0813
6,2,1,57.2787
6,2,1,52.3649
6,2,1,48.5621
6,2,1,36.9622
6,2,1,58.5153
6,2,1,51.9087
6,2,1,61.0033
6,2,1,46.4066
6,2,1,45.4554
6,2,1,57.1111
6,2,1,55.727
6,2,1,57.3614
6,2,1,43.2146
6,2,1,44.926
6,2,1,59.4178
6,2,1,59.2463
6,2,1,62.5276
6,2,1,50.1547
6,2,1,39.9089
6,2,1,54.4278
6,2,1,56.4694
6,2,1,56.0863
6,2,1,48.7735
6,2,1,60.157
6,2,1,65.3733
6,2,1,48.7644
6,2,1,48.9427
6,2,1,49.2601
6,2,1,50.6038
6,2,1,57.2562
6,2,1,48.0918
6,2,1,50.7264
6,2,1,49.998
6,2,1,48.7668
6,2,1,54.777
6,2,1,37.4032
6,2,1,58.0418
6,2,1,53.5239
6,2,1,57.6799
6,2,1,47.2443
6,2,1,61.5953
6,2,1,51.1363
6,2,1,49.7584
6,2,1,50.7904
6,2,1,36.018
6,3,1,62.4814
6,3,1,40.819
6,3,1,59.8924
6,3,1,50.649
6,3,1,56.0054
6,3,1,54.8406
6,3,1,58.9507
6,3,1,54.6524
6,3,1,51.2859
6,3,1,66.2956
6,3,1,33.1509
6,3,1,58.6507
6,3,1,64.2576
6,3,1,56.7299
6,3,1,64.223
6,3,1,52.4634
6,3,1,40.2129
6,3,1,49.1957
6,3,1,40.9625
6,3,1,54.4072
6,3,1,50.7113
6,3,1,36.1097
6,3,1,52.3301
6,3,1,64.3692
6,3,1,55.6859
6,3,1,40.3032
6,3,1,42.8906
6,3,1,56.9933
6,3,1,40.3001
6,3,1,52.5135
6,3,1,63.6012
6,3,1,45.7807
6,3,1,35.2052
6,3,1,57.4429
6,3,1,54.7163
6,3,1,46.9302
6,3,1,60.5141
6,3,1,60.6095
6,3,1,46.3137
6,3,1,59.2921
6,3,1,59.0261
6,3,1,48.8084
6,3,1,46.4685
6,3,1,76.3543
6,3,1,54.772
6,3,1,42.8192
6,3,1,48.7365
6,3,1,55.1299
6,3,1,60.56
6,3,1,42.571
6,4,1,46.8873
6,4,1,64.1126
6,4,1,49.7476
6,4,1,56.6264
6,4,1,50.2776
6,4,1,46.0324
6,4,1,46.4471
6,4,1,58.254
6,4,1,47.7879
6,4,1,58.387
6,4,1,41.9166
6,4,1,44.4689
6,4,1,58.5669
6,4,1,59.7097
6,4,1,42.3219
6,4,1,50.5025
6,4,1,57.7435
6,4,1,62.4812
6,4,1,62.1379
6,4,1,38.4594
6,4,1,58.0107
6,4,1,56.9561
6,4,1,56.8119
6,4,1,55.7048
6,4,1,54.9759
6,4,1,58.4185
6,4,1,38.5086
6,4,1,46.2939
6,4,1,50.1487
6,4,1,49.9514
6,4,1,50.4978
6,4,1,59.5752
6,4,1,48.71
6,4,1,64.0591
6,4,1,53.8436
6,4,1,50.9502
6,4,1,53.7562
6,4,1,35.6074
6,4,1,55.253
6,4,1,48.295
6,4,1,71.068
6,4,1,44.1153
6,4,1,54.9976
6,4,1,59.389
6,4,1,53.3067
6,4,1,58.6681
6,4,1,68.8516
6,4,1,57.0901
6,4,1,55.0983
6,4,1,52.8992
6,5,1,75.6362
6,5,1,50.0488
6,5,1,45.2419
6,5,1,45.5936
6,5,1,60.2064
6,5,1,53.2045
6,5,1,58.7339
6,5,1,46.5907
6,5,1,52.6174
6,5,1,39.0172
6,5,1,43.8713
6,5,1,48.7085
6,5,1,54.0635
6,5,1,50.7365
6,5,1,61.4514
6,5,1,59.2788
6,5,1,53.1604
6,5,1,47.9269
6,5,1,59.4414
6,5,1,59.8504
6,5,1,57.2429
6,5,1,46.3162
6,5,1,47.0819
6,5,1,43.8225
6,5,1,56.6742
6,5,1,55.297
6,5,1,55.1977
6,5,1,57.0438
6,5,1,39.5081
6,5,1,50.5589
6,5,1,55.5307
6,5,1,65.3635
6,5,1,58.1538
6,5,1,63.4191
6,5,1,53.2522
6,5,1,55.0103
6,5,1,48.9911
6,5,1,49.7605
6,5,1,54.3194
6,5,1,55.0181
6,5,1,60.8573
6,5,1,69.8811
6,5,1,72.6103
6,5,1,60.9266
6,5,1,55.1333
6,5,1,53.5614
6,5,1,43.3109
6,5,1,50.1234
6,5,1,46.5215
6,5,1,58.6919
6,6,1,56.9641
6,6,1,48.962
6,6,1,52.0448
6,6,1,55.0941
6,6,1,60.6839
6,6,1,59.8621
6,6,1,57.9866
6,6,1,55.5762
6,6,1,46.2264
6,6,1,38.8912
6,6,1,59.8861
6,6,1,48.0869
6,6,1,52.4349
6,6,1,61.6942
6,6,1,51.551
6,6,1,38.2797
6,6,1,58.1336
6,6,1,55.2919
6,6,1,43.3805
6,6,1,58.2834
6,6,1,40.7396
6,6,1,49.2067
6,6,1,55.9916
6,6,1,54.6213
6,6,1,51.4961
6,6,1,53.9216
6,6,1,48.6714
6,6,1,46.4798
6,6,1,63.5989
6,6,1,58.7599
6,6,1,46.3863
6,6,1,57.7413
6,6,1,53.0189
6,6,1,55.9843
6,6,1,48.8009
6,6,1,49.1444
6,6,1,48.0005
6,6,1,56.6229
6,6,1,46.4594
6,6,1,55.0009
6,6,1,58.8027
6,6,1,55.9403
6,6,1,49.4251
6,6,1,51.9704
6,6,1,48.5296
6,6,1,66.0799
6,6,1,58.0482
6,6,1,58.4092
6,6,1,57.5889
6,6,1,54.6882
6,7,1,60.7135
6,7,1,43.0498
6,7,1,62.1392
6,7,1,44.78
6,7,1,54.8214
6,7,1,52.1867
6,7,1,46.186
6,7,1,67.4805
6,7,1,62.5049
6,7,1,56.1204
6,7,1,64.572
6,7,1,56.874
6,7,1,67.7309
6,7,1,48.6134
6,7,1,52.0713
6,7,1,53.821
6,7,1,71.9322
6,7,1,68.6361
6,7,1,65.0302
6,7,1,63.4599
6,7,1,41.9858
6,7,1,57.9715
6,7,1,59.6538
6,7,1,40.8336
6,7,1,61.0979
6,7,1,56.0106
6,7,1,66.2148
6,7,1,65.2966
6,7,1,63.1728
6,7,1,57.8664
6,7,1,37.0988
6,7,1,53.5111
6,7,1,66.0583
6,7,1,71.7587
6,7,1,68.9064
6,7,1,55.7465
6,7,1,51.2445
6,7,1,60.3362
6,7,1,51.0488
6,7,1,43.656
6,7,1,56.97
6,7,1,49.7226
6,7,1,58.6848
6,7,1,48.7474
6,7,1,49.0413
6,7,1,64.9108
6,7,1,59.2414
6,7,1,47.0504
6,7,1,57.0251
6,7,1,44.9535
7,1,0,56.3622
7,1,0,55.2005
7,1,0,43.8497
7,1,0,50.644
7,1,0,53.9591
7,1,0,34.9401
7,1,0,63.7942
7,1,0,40.6902
7,1,0,32.2933
7,1,0,54.3354
7,1,0,56.3048
7,1,0,67.5885
7,1,0,46.3037
7,1,0,44.2554
7,1,0,55.7121
7,1,0,49.7044
7,1,0,47.7548
7,1,0,45.2602
7,1,0,43.5884
7,1,0,49.6753
7,1,0,50.4508
7,1,0,33.8366
7,1,0,38.536
7,1,0,39.0174
7,1,0,48.236
7,1,0,52.9185
7,1,0,32.7439
7,1,0,46.3294
7,1,0,41.9906
7,1,0,59.4077
7,1,0,62.953
7,1,0,57.7056
7,1,0,51.2997
7,1,0,57.5185
7,1,0,50.6672
7,1,0,46.7015
7,1,0,59.6953
7,1,0,56.2112
7,1,0,51.6795
7,1,0,63.5479
7,1,0,55.8239
7,1,0,55.3904
7,1,0,57.1968
7,1,0,62.7431
7,1,0,43.3017
7,1,0,52.1797
7,1,0,43.0429
7,1,0,52.129
7,1,0,36.4933
7,1,0,51.3381
7,2,0,65.6919
7,2,0,42.7639
7,2,0,44.6001
7,2,0,51.2233
7,2,0,45.5276
7,2,0,41.3716
7,2,0,42.4225
7,2,0,51.2828
7,2,0,57.4307
7,2,0,38.8856
7,2,0,46.642
7,2,0,51.5022
7,2,0,50.8824
7,2,0,48.8828
7,2,0,57.3587
7,2,0,49.9964
7,2,0,43.2069
7,2,0,44.2278
7,2,0,52.0417
7,2,0,34.9567
7,2,0,53.0388
7,2,0,64.8861
7,2,0,59.8016
7,2,0,25.6645
7,2,0,54.626
7,2,0,42.5992
7,2,0,65.2322
7,2,0,35.9649
7,2,0,41.8668
7,2,0,43.5819
7,2,0,54.9975
7,2,0,46.2778
7,2,0,53.1444
7,2,0,52.4833
7,2,0,63.7118
7,2,0,57.8477
7,2,0,47.8152
7,2,0,52.3986
7,2,0,43.4248
7,2,0,43.3266
7,2,0,46.9954
7,2,0,37.1175
7,2,0,48.4179
7,2,0,43.1563
7,2,0,46.2889
7,2,0,62.8111
7,2,0,60.4824
7,2,0,43.5176
7,2,0,47.5945
7,2,0,51.3263
7,3,0,38.4796
7,3,0,50.5115
7,3,0,43.9373
7,3,0,50.9591
7,3,0,60.9274
7,3,0,44.4592
7,3,0,59.738
7,3,0,48.4561
7,3,0,48.6998
7,3,0,51.5884
7,3,0,50.3441
7,3,0,66.8962
7,3,0,59.5394
7,3,0,37.0827
7,3,0,55.4876
7,3,0,49.4992
7,3,0,44.963
7,3,0,56.293
7,3,0,44.122
7,3,0,48.7315
7,3,0,59.2089
7,3,0,52.7468
7,3,0,53.0914
7,3,0,55.6579
7,3,0,56.0422
7,3,0,67.71
7,3,0,60.2713
7,3,0,54.8117
7,3,0,49.0781
7,3,0,62.2965
7,3,0,44.0749
7,3,0,67.6181
7,3,0,58.7761
7,3,0,53.6674
7,3,0,48.5807
7,3,0,41.8966
7,3,0,40.4206
7,3,0,54.4444
7,3,0,51.9547
7,3,0,54.4222
7,3,0,42.4797
7,3,0,63.1502
7,3,0,33.8737
7,3,0,44.9203
7,3,0,37.6143
7,3,0,55.4748
7,3,0,46.4452
7,3,0,59.61
7,3,0,51.2829
7,3,0,42.5297
7,4,0,51.3079
7,4,0,60.157
7,4,0,57.47
7,4,0,50.6047
7,4,0,51.6077
7,4,0,55.4697
7,4,0,54.7695
7,4,0,52.249
7,4,0,47.2578
7,4,0,51.3164
7,4,0,63.3266
7,4,0,47.5266
7,4,0,52.9362
7,4,0,59.8068
7,4,0,52.649
7,4,0,45.5618
7,4,0,50.033
7,4,0,58.078
7,4,0,49.5363
7,4,0,41.1275
7,4,0,48.0773
7,4,0,42.4106
7,4,0,48.4452
7,4,0,47.8523
7,4,0,51.2206
7,4,0,37.5027
7,4,0,47.1308
7,4,0,59.5384
7,4,0,45.2299
7,4,0,63.0141
7,4,0,66.1626
7,4,0,42.7464
7,4,0,60.3098
7,4,0,50.7622
7,4,0,56.5678
7,4,0,45.36
7,4,0,67.114
7,4,0,67.0764
7,4,0,52.0403
7,4,0,65.8507
7,4,0,58.357
7,4,0,52.6632
7,4,0,42.8906
7,4,0,50.7724
7,4,0,44.1063
7,4,0,63.2348
7,4,0,61.9989
7,4,0,51.1461
7,4,0,71.4632
7,4,0,58.3544
7,5,0,46.877
7,5,0,47.3984
7,5,0,43.0689
7,5,0,46.9853
7,5,0,53.7637
7,5,0,51.8464
7,5,0,45.3422
7,5,0,48.6861
7,5,0,58.3344
7,5,0,56.1019
7,5,0,56.6563
7,5,0,65.8101
7,5,0,56.4549
7,5,0,58.8231
7,5,0,38.8985
7,5,0,54.6111
7,5,0,64.5405
7,5,0,52.6043
7,5,0,52.3276
7,5,0,54.6641
7,5,0,49.1394
7,5,0,57.6211
7,5,0,48.255
7,5,0,44.1982
7,5,0,59.3975
7,5,0,71.9109
7,5,0,46.1715
7,5,0,49.456
7,5,0,57.876
7,5,0,65.0956
7,5,0,49.6871
7,5,0,55.2432
7,5,0,55.8195
7,5,0,58.5817
7,5,0,53.7956
7,5,0,52.4042
7,5,0,44.9319
7,5,0,66.6903
7,5,0,50.4138
7,5,0,65.5839
7,5,0,57.4757
7,5,0,46.2183
7,5,0,54.6953
7,5,0,56.924
7,5,0,61.4077
7,5,0,70.0201
7,5,0,44.4112
7,5,0,60.1647
7,5,0,63.5365
7,5,0,61.1724
7,6,0,53.6086
7,6,0,51.1212
7,6,0,55.1351
7,6,0,58.0846
7,6,0,51.7996
7,6,0,46.0655
7,6,0,66.6225
7,6,0,49.5839
7,6,0,43.8984
7,6,0,48.3854
7,6,0,41.5269
7,6,0,64.3214
7,6,0,63.5412
7,6,0,47.6284
7,6,0,57.1787
7,6,0,51.0659
7,6,0,54.6441
7,6,0,48.895
7,6,0,53.605
7,6,0,63.3881
7,6,0,51.0645
7,6,0,47.8043
7,6,0,51.1385
7,6,0,59.2344
7,6,0,50.88
7,6,0,30.9386
7,6,0,53.7086
7,6,0,46.4408
7,6,0,51.5354
7,6,0,45.0985
7,6,0,44.0912
7,6,0,46.6939
7,6,0,63.4722
7,6,0,57.937
7,6,0,74.5547
7,6,0,46.2551
7,6,0,44.9381
7,6,0,43.7667
7,6,0,44.3745
7,6,0,54.213
7,6,0,67.8246
7,6,0,62.2623
7,6,0,54.8404
7,6,0,45.488
7,6,0,61.196
7,6,0,68.8589
7,6,0,44.0114
7,6,0,44.0306
7,6,0,51.792
7,6,0,41.9666
7,7,1,41.0927
7,7,1,52.06
7,7,1,64.4435
7,7,1,54.7773
7,7,1,60.1989
7,7,1,43.208
7,7,1,57.0484
7,7,1,42.7434
7,7,1,50.695
7,7,1,46.3154
7,7,1,61.1982
7,7,1,67.2713
7,7,1,52.5565
7,7,1,48.345
7,7,1,52.3584
7,7,1,56.7079
7,7,1,42.4436
7,7,1,69.3848
7,7,1,60.944
7,7,1,52.4614
7,7,1,49.5422
7,7,1,56.6626
7,7,1,57.9988
7,7,1,55.8682
7,7,1,53.5317
7,7,1,55.8597
7,7,1,56.1837
7,7,1,57.7317
7,7,1,54.6617
7,7,1,41.1182
7,7,1,49.0943
7,7,1,55.1128
7,7,1,53.2219
7,7,1,42.1366
7,7,1,47.2272
7,7,1,53.2401
7,7,1,52.8485
7,7,1,67.9681
7,7,1,56.864
7,7,1,46.7881
7,7,1,56.909
7,7,1,43.4958
7,7,1,47.2197
7,7,1,56.2932
7,7,1,45.2524
7,7,1,43.1152
7,7,1,43.6442
7,7,1,67.4656
7,7,1,53.3588
7,7,1,52.5913
8,1,0,45.2888
8,1,0,59.9633
8,1,0,45.9301
8,1,0,59.0375
8,1,0,32.7606
8,1,0,33.2629
8,1,0,61.9944
8,1,0,41.0437
8,1,0,45.7425
8,1,0,42.5513
8,1,0,48.8576
8,1,0,50.2161
8,1,0,48.2215
8,1,0,59.3657
8,1,0,40.9202
8,1,0,51.221
8,1,0,54.6651
8,1,0,60.3822
8,1,0,60.6527
8,1,0,57.5839
8,1,0,52.2594
8,1,0,41.5118
8,1,0,51.9149
8,1,0,56.4756
8,1,0,43.4015
8,1,0,30.5356
8,1,0,39.3271
8,1,0,62.0129
8,1,0,55.4105
8,1,0,41.0207
8,1,0,54.4966
8,1,0,30.4222
8,1,0,35.2835
8,1,0,32.9685
8,1,0,48.3736
8,1,0,44.8475
8,1,0,62.2583
8,1,0,36.9391
8,1,0,49.6596
8,1,0,55.1777
8,1,0,44.1355
8,1,0,43.3554
8,1,0,48.2603
8,1,0,43.9767
8,1,0,45.992
8,1,0,47.6961
8,1,0,49.2279
8,1,0,49.216
8,1,0,47.0501
8,1,0,40.9338
8,2,0,71.8224
8,2,0,50.4315
8,2,0,54.06
8,2,0,44.1024
8,2,0,49.5385
8,2,0,39.156
8,2,0,43.2365
8,2,0,45.4139
8,2,0,58.6233
8,2,0,54.2714
8,2,0,67.9158
8,2,0,46.0091
8,2,0,45.2171
8,2,0,60.0863
8,2,0,53.0606
8,2,0,38.4912
8,2,0,48.2885
8,2,0,40.6994
8,2,0,56.454
8,2,0,55.4312
8,2,0,30.5563
8,2,0,46.8804
8,2,0,35.518
8,2,0,62.1422
8,2,0,37.4163
8,2,0,47.2994
8,2,0,37.379
8,2,0,59.5973
8,2,0,43.4843
8,2,0,45.026
8,2,0,45.1978
8,2,0,47.9271
8,2,0,57.1839
8,2,0,61.8207
8,2,0,47.0638
8,2,0,38.4431
8,2,0,60.3002
8,2,0,49.2113
8,2,0,31.4146
8,2,0,39.4821
8,2,0,48.7188
8,2,0,47.4696
8,2,0,43.1732
8,2,0,62.1336
8,2,0,39.8232
8,2,0,49.734
8,2,0,51.512
8,2,0,41.5394
8,2,0,46.1611
8,2,0,34.5599
8,3,0,49.7064
8,3,0,56.3961
8,3,0,50.7027
8,3,0,55.485
8,3,0,36.2888
8,3,0,49.5714
8,3,0,48.576
8,3,0,45.317
8,3,0,49.9637
8,3,0,40.9939
8,3,0,45.2194
8,3,0,61.0073
8,3,0,50.6546
8,3,0,58.9722
8,3,0,44.1881
